entry,name,count,bytes,max_bytes,high_water,status
mandelbrot-noopt,binary_buffers,0,0,0,0,complete
mandelbrot-noopt,value_slots,88,21824,5704,0,complete
mandelbrot-noopt,frame_activations,2,0,0,2,complete
mandelbrot-noopt,frame_reuses,0,0,0,0,complete
mandelbrot-opt,frame_blocks,1,8880,8880,0,complete
mandelbrot-opt,standalone_values,39,9672,248,0,complete
mandelbrot-opt,attribute_value_blocks,1,1984,1984,0,complete
mandelbrot-opt,attribute_pointer_storage,3,192,64,0,complete
mandelbrot-opt,string_buffers,2,128,64,0,complete
mandelbrot-opt,binary_buffers,0,0,0,0,complete
mandelbrot-opt,value_slots,74,18352,6696,0,complete
mandelbrot-opt,frame_activations,1,0,0,1,complete
mandelbrot-opt,frame_reuses,0,0,0,0,complete
towers-noopt,frame_blocks,25,127488,6240,0,complete
towers-noopt,standalone_values,39,9672,248,0,complete
towers-noopt,attribute_value_blocks,1659185,3291823040,1984,0,complete
towers-noopt,attribute_pointer_storage,4977555,318563520,64,0,complete
towers-noopt,string_buffers,3,192,64,0,complete
towers-noopt,binary_buffers,0,0,0,0,complete
towers-noopt,value_slots,13273836,3291911328,4216,0,complete
towers-noopt,frame_activations,737611,0,0,18,complete
towers-noopt,frame_reuses,737586,0,0,0,complete
towers-opt,frame_blocks,14,188208,14160,0,complete
towers-opt,standalone_values,39,9672,248,0,complete
towers-opt,attribute_value_blocks,1789443,3550254912,1984,0,complete
towers-opt,attribute_pointer_storage,5368329,343573056,64,0,complete
towers-opt,string_buffers,2,128,64,0,complete
towers-opt,binary_buffers,0,0,0,0,complete
towers-opt,value_slots,14316203,3550418344,11656,0,complete
towers-opt,frame_activations,163951,0,0,14,complete
towers-opt,frame_reuses,163937,0,0,0,complete
bounce-noopt,frame_blocks,8,30384,5976,0,complete
bounce-noopt,standalone_values,39,9672,248,0,complete
bounce-noopt,attribute_value_blocks,20107,39914112,15872,0,complete
bounce-noopt,attribute_pointer_storage,60317,3863616,1024,0,complete
bounce-noopt,string_buffers,3,192,64,0,complete
bounce-noopt,binary_buffers,0,0,0,0,complete
bounce-noopt,value_slots,161045,39939160,15872,0,complete
bounce-noopt,frame_activations,692901,0,0,4,complete
bounce-noopt,frame_reuses,692893,0,0,0,complete
bounce-opt,frame_blocks,3,18984,7824,0,complete
bounce-opt,standalone_values,39,9672,248,0,complete
bounce-opt,attribute_value_blocks,20014,39729600,15872,0,complete
bounce-opt,attribute_pointer_storage,60038,3845760,1024,0,complete
bounce-opt,string_buffers,2,128,64,0,complete
bounce-opt,binary_buffers,0,0,0,0,complete
bounce-opt,value_slots,160291,39752168,15872,0,complete
bounce-opt,frame_activations,10101,0,0,3,complete
bounce-opt,frame_reuses,10098,0,0,0,complete
storage-noopt,frame_blocks,17,77832,5976,0,complete
storage-noopt,standalone_values,39,9672,248,0,complete
storage-noopt,attribute_value_blocks,3705693,7530079552,3968,0,complete
storage-noopt,attribute_pointer_storage,11115227,723094464,128,0,complete
storage-noopt,string_buffers,3,192,64,0,complete
storage-noopt,binary_buffers,0,0,0,0,complete
storage-noopt,value_slots,30363445,7530134360,3968,0,complete
storage-noopt,frame_activations,341341,0,0,11,complete
storage-noopt,frame_reuses,341324,0,0,0,complete
storage-opt,frame_blocks,10,70584,8352,0,complete
storage-opt,standalone_values,39,9672,248,0,complete
storage-opt,attribute_value_blocks,4764485,9660897536,3968,0,complete
storage-opt,attribute_pointer_storage,14292790,928253312,128,0,complete
storage-opt,string_buffers,2,128,64,0,complete
storage-opt,binary_buffers,0,0,0,0,complete
storage-opt,value_slots,38955472,9660957056,6200,0,complete
storage-opt,frame_activations,191131,0,0,10,complete
storage-opt,frame_reuses,191121,0,0,0,complete
list-noopt,frame_blocks,48,306120,9936,0,complete
list-noopt,standalone_values,39,9672,248,0,complete
list-noopt,attribute_value_blocks,6602,13296768,3968,0,complete
list-noopt,attribute_pointer_storage,19606,1305984,256,0,complete
list-noopt,string_buffers,3,192,64,0,complete
list-noopt,binary_buffers,0,0,0,0,complete
list-noopt,value_slots,54496,13515008,7688,0,complete
list-noopt,frame_activations,4396101,0,0,19,complete
list-noopt,frame_reuses,4396053,0,0,0,complete
list-opt,frame_blocks,46,312384,10992,0,complete
list-opt,standalone_values,39,9672,248,0,complete
list-opt,attribute_value_blocks,6207,12316672,3968,0,complete
list-opt,attribute_pointer_storage,18619,1192128,256,0,complete
list-opt,string_buffers,2,128,64,0,complete
list-opt,binary_buffers,0,0,0,0,complete
list-opt,value_slots,50581,12544088,8680,0,complete
list-opt,frame_activations,4395901,0,0,19,complete
list-opt,frame_reuses,4395855,0,0,0,complete
richards-noopt,frame_blocks,24,111744,9408,0,complete
richards-noopt,standalone_values,39,9672,248,0,complete
richards-noopt,attribute_value_blocks,20,45632,7936,0,complete
richards-noopt,attribute_pointer_storage,60,4224,256,0,complete
richards-noopt,string_buffers,5,384,128,0,complete
richards-noopt,binary_buffers,0,0,0,0,complete
richards-noopt,value_slots,487,120776,7936,0,complete
richards-noopt,frame_activations,469639,0,0,8,complete
richards-noopt,frame_reuses,469615,0,0,0,complete
richards-opt,frame_blocks,9,75960,19440,0,complete
richards-opt,standalone_values,39,9672,248,0,complete
richards-opt,attribute_value_blocks,41692,82907392,7936,0,complete
richards-opt,attribute_pointer_storage,125076,8017152,256,0,complete
richards-opt,string_buffers,4,320,128,0,complete
richards-opt,binary_buffers,0,0,0,0,complete
richards-opt,value_slots,334571,82973608,16616,0,complete
richards-opt,frame_activations,119158,0,0,6,complete
richards-opt,frame_reuses,119149,0,0,0,complete
json-noopt,frame_blocks,12,289248,28416,0,complete
json-noopt,standalone_values,39,9672,248,0,complete
json-noopt,attribute_value_blocks,22,43648,1984,0,complete
json-noopt,attribute_pointer_storage,66,4224,64,0,complete
json-noopt,string_buffers,15072,15426240,1024,0,complete
json-noopt,binary_buffers,25070,15740768,1024,0,complete
json-noopt,value_slots,1231,305288,25048,0,complete
json-noopt,frame_activations,745001,0,0,11,complete
json-noopt,frame_reuses,744989,0,0,0,complete
json-opt,frame_blocks,12,288720,28416,0,complete
json-opt,standalone_values,39,9672,248,0,complete
json-opt,attribute_value_blocks,22,43648,1984,0,complete
json-opt,attribute_pointer_storage,66,4224,64,0,complete
json-opt,string_buffers,15063,15422592,1024,0,complete
json-opt,binary_buffers,25070,15740768,1024,0,complete
json-opt,value_slots,1229,304792,25048,0,complete
json-opt,frame_activations,745001,0,0,11,complete
json-opt,frame_reuses,744989,0,0,0,complete
base64-noopt,frame_blocks,12,55608,8352,0,complete
base64-noopt,standalone_values,39,9672,248,0,complete
base64-noopt,attribute_value_blocks,2,3968,1984,0,complete
base64-noopt,attribute_pointer_storage,6,384,64,0,complete
base64-noopt,string_buffers,511,1028800,2048,0,complete
base64-noopt,binary_buffers,1006,1542208,2048,0,complete
base64-noopt,value_slots,186,46128,6200,0,complete
base64-noopt,frame_activations,2054008,0,0,4,complete
base64-noopt,frame_reuses,2053996,0,0,0,complete
base64-opt,frame_blocks,2,25944,13368,0,complete
base64-opt,standalone_values,39,9672,248,0,complete
base64-opt,attribute_value_blocks,1,1984,1984,0,complete
base64-opt,attribute_pointer_storage,3,192,64,0,complete
base64-opt,string_buffers,13,16768,2048,0,complete
base64-opt,binary_buffers,511,524352,2048,0,complete
base64-opt,value_slots,132,32736,10912,0,complete
base64-opt,frame_activations,501,0,0,2,complete
base64-opt,frame_reuses,499,0,0,0,complete
rexxcps-noopt,frame_blocks,25,181736,29520,0,complete
rexxcps-noopt,standalone_values,39,9672,248,0,complete
rexxcps-noopt,attribute_value_blocks,31,115072,7936,0,complete
rexxcps-noopt,attribute_pointer_storage,86,9856,256,0,complete
rexxcps-noopt,string_buffers,385029,12322560,128,0,complete
rexxcps-noopt,binary_buffers,2,4096,2048,0,complete
rexxcps-noopt,value_slots,1021,253208,26040,0,complete
rexxcps-noopt,frame_activations,593044,0,0,5,complete
rexxcps-noopt,frame_reuses,593019,0,0,0,complete
rexxcps-opt,frame_blocks,23,172688,29784,0,complete
rexxcps-opt,standalone_values,269539,66845672,248,0,complete
rexxcps-opt,attribute_value_blocks,31,115072,7936,0,complete
rexxcps-opt,attribute_pointer_storage,86,9856,256,0,complete
rexxcps-opt,string_buffers,68623,2197184,128,0,complete
rexxcps-opt,binary_buffers,2,4096,2048,0,complete
rexxcps-opt,value_slots,270500,67084000,26288,0,complete
rexxcps-opt,frame_activations,348044,0,0,5,complete
rexxcps-opt,frame_reuses,348021,0,0,0,complete
