workload,vm,entry,rank,opcode,count,total_ns,average_ns
richards,rxbvm,opt,4,UNLINK_REG,617306,0,0
richards,rxbvm,opt,5,IEQ_REG_REG_INT,595811,0,0
base64,rxbvm,noopt,1,BRF_ID_REG,9583006,0,0
base64,rxbvm,noopt,2,SETTP_REG_INT,5471002,0,0
base64,rxbvm,noopt,3,LOAD_REG_INT,4797519,0,0
base64,rxbvm,noopt,4,SWAP_REG_REG,4449008,0,0
base64,rxbvm,noopt,5,BRTPANDT_ID_REG_INT,2738001,0,0
base64,rxbvm,opt,1,BRF_ID_REG,6847007,0,0
base64,rxbvm,opt,2,LOAD_REG_INT,3427515,0,0
base64,rxbvm,opt,3,SCOPY_REG_REG,2907503,0,0
base64,rxbvm,opt,4,IADD_REG_REG_INT,2736524,0,0
base64,rxbvm,opt,5,BR_ID,2734005,0,0
