entry,window,rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
rexxcps-noopt,2,1,11200001,41,1,2,candidate,NULL_REG(r1) | NULL_REG(r2),r1=R17;r2=R18,benchmark_rexxcps_levelb_noopt,4
rexxcps-noopt,2,2,4160000,12,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1)",r1=R60;r2=R76;r3=R78,benchmark_rexxcps_levelb_noopt,610
rexxcps-noopt,2,3,4120000,14,1,2,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1)",r1=R83;c1=int:1234,benchmark_rexxcps_levelb_noopt,616
rexxcps-noopt,2,4,3640200,14,2,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4)",r1=R70;r2=R40;r3=R71;r4=R45,benchmark_rexxcps_levelb_noopt,1177
rexxcps-noopt,2,5,2800428,13,5,3,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1)",r1=R12;c1=int:100;r2=R3,benchmark_rexxcps_levelb_noopt,23
rexxcps-noopt,2,6,2500000,7,1,4,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | STEMGET_REG_REG_REG(r2,r4,r1)",r1=R82;r2=R79;r3=R60;r4=R0,benchmark_rexxcps_levelb_noopt,656
rexxcps-noopt,2,7,2500000,6,1,2,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1)",r1=R81;r2=R17,benchmark_rexxcps_levelb_noopt,726
rexxcps-noopt,2,8,2240000,5,1,4,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3)",r1=R78;r2=R59;c1=string@38320;r3=R60,benchmark_rexxcps_levelb_noopt,606
rexxcps-noopt,2,9,1964949,26,3,4,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R35;r2=R34;c1=string@27168;c2=label@481,benchmark_rexxcps_levelb_noopt,471
rexxcps-noopt,2,10,1700418,18,4,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)",r1=R33;c1=int:1;r2=R31;c2=int:2,benchmark_rexxcps_levelb_noopt,184
rexxcps-noopt,2,11,1680500,10,1,6,candidate,"LOAD_REG_INT(r1,c1) | SETTPCALL_REG_FUNC_REG_REG_INT(r2,c2,r1,r3,c3)",r1=R30;c1=int:1;r2=R29;c2=func@21856;r3=R31;c3=int:768,benchmark_rexxcps_levelb_noopt,364
rexxcps-noopt,2,12,1660006,10,1,2,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1)",r1=R7;r2=R33,benchmark_rexxcps_levelb_noopt,306
rexxcps-noopt,2,13,1660000,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1)",r1=R78;r2=R0;r3=R81,benchmark_rexxcps_levelb_noopt,708
rexxcps-noopt,2,14,1401286,16,7,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2)",r1=R3;c1=int:100;r2=R11;c2=string@3232,benchmark_rexxcps_levelb_noopt,26
rexxcps-noopt,2,15,1400644,14,5,4,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4)",r1=R23;r2=R40;r3=R5;r4=R33,_typedformat,372
rexxcps-noopt,2,16,1400419,6,6,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)",c1=int:18;c2=int:1;c3=label@14;r1=R8;c4=int:256,pos,0
rexxcps-noopt,2,17,1400006,11,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1)",r1=R33;c1=string@17904;r2=R7,benchmark_rexxcps_levelb_noopt,303
rexxcps-noopt,2,18,1400003,6,1,4,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)",r1=R31;c1=int:2;r2=R24;c2=int:256,benchmark_rexxcps_levelb_noopt,187
rexxcps-noopt,2,19,1400000,5,1,5,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1)",r1=R41;r2=R46;r3=R50;r4=R55;r5=R61,benchmark_rexxcps_levelb_noopt,1277
