rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5378800,34,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R40;r2=R41;r3=R42;r4=R43","benchmark_rexxcps_levelb_noopt",545
91,158200,1,1,6,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULL_REG(r4) | NULL_REG(r5)","r1=R73;r2=R60;r3=R72;c1=label@1347;r4=R40;r5=R41","benchmark_rexxcps_levelb_noopt",538
92,158200,1,1,7,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1) | CALL_REG_FUNC_REG(r5,c2,r4)","r1=R84;r2=R88;r3=R86;r4=R87;c1=int:1;r5=R94;c2=func@56896","benchmark_rexxcps_levelb_noopt",1231
93,158200,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | STEMGET_REG_REG_REG(r3,r4,r2) | REQ_REG_REG_REG(r2,r5,r3)","r1=R60;r2=R82;r3=R79;r4=R0;r5=R38","benchmark_rexxcps_levelb_noopt",654
94,158200,1,1,5,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c1,r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R86;c1=string@57512;c2=string@464;r2=R84;c3=int:1","benchmark_rexxcps_levelb_noopt",1218
95,158200,1,1,6,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | STEMRESET_REG_REG(r3,r2) | REQ_REG_REG_STRING(r2,r4,c2)","r1=R60;r2=R87;c1=string@47088;r3=R2;r4=R38;c2=string@47488","benchmark_rexxcps_levelb_noopt",896
96,158200,1,1,7,candidate,"ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R83;r2=R79;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2","benchmark_rexxcps_levelb_noopt",619
97,158200,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | BCF_ID_REG(c2,r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R21;c1=int:1;c2=label@1787;r2=R13;r3=R14","benchmark_rexxcps_levelb_noopt",1732
98,158200,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r1,r2,c4)","r1=R90;c1=int:1;c2=label@1050;r2=R38;c3=string@17904;c4=string@51856","benchmark_rexxcps_levelb_noopt",1041
99,158200,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R84;c1=int:1;r2=R88;r3=R86;r4=R87","benchmark_rexxcps_levelb_noopt",1228
100,158200,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c2)","r1=R85;c1=int:2;r2=R93;r3=R86;r4=R81;c2=int:1","benchmark_rexxcps_levelb_noopt",1105
101,158200,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_STRING_REG(r1,c2,r1) | CONCAT_REG_REG_STRING(r1,r1,c3)","r1=R86;c1=int:1;c2=string@57512;c3=string@464","benchmark_rexxcps_levelb_noopt",1215
102,158200,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | SCONCAT_REG_REG_STRING(r2,r1,c2) | LOAD_REG_INT(r3,c3)","r1=R83;c1=int:1234;r2=R79;c2=string@38600;r3=R80;c3=int:6","benchmark_rexxcps_levelb_noopt",616
103,158200,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R80;c1=int:6;r2=R81;c2=int:2;r3=R78;c3=int:4;r4=R79;c4=int:768","benchmark_rexxcps_levelb_noopt",625
104,158200,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | CONCAT_REG_REG_STRING(r2,r1,c2) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r2,r3)","r1=R59;c1=string@37840;r2=R78;c2=string@38320;r3=R60;r4=R76","benchmark_rexxcps_levelb_noopt",603
105,158200,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r2,c2) | SCOPY_REG_REG(r5,r3)","r1=R94;c1=string@54864;r2=R54;r3=R40;r4=R45;c2=int:5;r5=R70","benchmark_rexxcps_levelb_noopt",1166
106,158200,1,1,5,candidate,"NULL_REG(r1) | CONCAT_REG_REG_STRING(r2,r3,c1) | CONCAT_REG_REG_REG(r2,r2,r4) | CONCAT_REG_REG_STRING(r2,r2,c1)","r1=R19;r2=R22;r3=R27;c1=string@90456;r4=R28","benchmark_rexxcps_levelb_noopt",1750
107,158200,1,1,6,candidate,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | CONCAT_REG_REG_STRING(r3,r2,c2) | ITOS_REG(r4)","r1=R71;r2=R59;c1=string@37840;r3=R78;c2=string@38320;r4=R60","benchmark_rexxcps_levelb_noopt",601
108,158200,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | CONCAT_REG_REG_STRING(r3,r4,c1) | CONCAT_REG_REG_REG(r3,r3,r5)","r1=R18;r2=R19;r3=R22;r4=R27;c1=string@90456;r5=R28","benchmark_rexxcps_levelb_noopt",1748
109,158200,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | CONCAT_REG_REG_STRING(r4,r3,c2)","r1=R70;r2=R71;r3=R59;c1=string@37840;r4=R78;c2=string@38320","benchmark_rexxcps_levelb_noopt",599
110,158200,1,1,6,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | CONCAT_REG_REG_STRING(r4,r5,c1)","r1=R17;r2=R18;r3=R19;r4=R22;r5=R27;c1=string@90456","benchmark_rexxcps_levelb_noopt",1746
111,158200,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R68;r2=R70;r3=R71;r4=R59;c1=string@37840","benchmark_rexxcps_levelb_noopt",597
112,158200,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SCOPY_REG_REG(r4,r5)","r1=R9;r2=R10;r3=R11;r4=R4;r5=R29","benchmark_rexxcps_levelb_noopt",1709
113,158200,1,1,7,candidate,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | PARSEWORDS3D_REG_REG_REG_REG(r5,r6,r7,r3)","r1=R10;r2=R11;r3=R4;r4=R29;r5=R1;r6=R2;r7=R3","benchmark_rexxcps_levelb_noopt",1711
114,158200,1,1,7,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | PARSEWORDS3D_REG_REG_REG_REG(r4,r5,r6,r2) | SCOPY_REG_REG(r7,r4)","r1=R11;r2=R4;r3=R29;r4=R1;r5=R2;r6=R3;r7=R9","benchmark_rexxcps_levelb_noopt",1713
115,158200,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","c1=int:9;c2=int:1;c3=int:2;r1=R1;r2=R2;r3=R3","benchmark_rexxcps_levelb_noopt",1697
116,158200,1,1,6,candidate,"PARSEPOS2_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | SCOPY_REG_REG(r5,r2) | CNOP()","r1=R40;r2=R45;r3=R54;c1=int:5;r4=R70;r5=R71","benchmark_rexxcps_levelb_noopt",1172
117,158200,1,1,7,candidate,"PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R1;r2=R2;r3=R3;r4=R4;r5=R9;r6=R10;r7=R11","benchmark_rexxcps_levelb_noopt",1718
118,158200,1,1,9,candidate,"SCONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_INT(r5,c4)","r1=R79;r2=R83;c1=string@38600;r3=R80;c2=int:6;r4=R81;c3=int:2;r5=R78;c4=int:4","benchmark_rexxcps_levelb_noopt",621
119,158200,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | CNOP() | CNOP() | LOAD_REG_STRING(r3,c1)","r1=R71;r2=R45;r3=R88;c1=string@56776","benchmark_rexxcps_levelb_noopt",1180
120,158200,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3) | NULL_REG(r4)","r1=R11;r2=R3;r3=R21;c1=int:1;c2=label@1787;r4=R13","benchmark_rexxcps_levelb_noopt",1729
121,158200,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEPOS2_REG_REG_REG_INT(r3,r4,r1,c1) | SCOPY_REG_REG(r5,r3) | SCOPY_REG_REG(r6,r4)","r1=R54;r2=R94;r3=R40;r4=R45;c1=int:5;r5=R70;r6=R71","benchmark_rexxcps_levelb_noopt",1169
122,158200,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3D_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3) | SCOPY_REG_REG(r7,r4)","r1=R4;r2=R29;r3=R1;r4=R2;r5=R3;r6=R9;r7=R10","benchmark_rexxcps_levelb_noopt",1715
123,158200,1,1,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | CNOP() | CNOP()","r1=R70;r2=R40;r3=R71;r4=R45","benchmark_rexxcps_levelb_noopt",1177
124,158200,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | INC_REG(r5) | BR_ID(c1)","r1=R37;r2=R49;r3=R68;r4=R53;r5=R60;c1=label@538","benchmark_rexxcps_levelb_noopt",1337
125,158200,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BCF_ID_REG(c2,r5)","r1=R10;r2=R2;r3=R11;r4=R3;r5=R21;c1=int:1;c2=label@1787","benchmark_rexxcps_levelb_noopt",1726
126,158200,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R17;r2=R13;r3=R18;r4=R14;r5=R19;r6=R15;c1=label@1735","benchmark_rexxcps_levelb_noopt",1776
127,158200,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | INC_REG(r7)","r1=R64;r2=R44;r3=R37;r4=R49;r5=R68;r6=R53;r7=R60","benchmark_rexxcps_levelb_noopt",1334
128,158200,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R9;r2=R1;r3=R10;r4=R2;r5=R11;r6=R3;r7=R21;c1=int:1","benchmark_rexxcps_levelb_noopt",1723
129,158200,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R92;c1=int:256;r2=R93;r3=R94;r4=R88;c2=func@57968;r5=R91","benchmark_rexxcps_levelb_noopt",1247
130,158200,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R91;c1=int:256;r2=R92;r3=R93;r4=R94","benchmark_rexxcps_levelb_noopt",1244
131,158200,1,1,8,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | CONCAT_REG_REG_STRING(r4,r5,c1) | ITOS_REG(r6) | CONCAT_REG_REG_REG(r7,r4,r6)","r1=R0;r2=R76;r3=R77;r4=R79;r5=R59;c1=string@38320;r6=R60;r7=R82","benchmark_rexxcps_levelb_noopt",646
132,146900,1,1,5,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r2,c1) | ITOS_REG(r2) | CONCAT_REG_REG_STRING(r2,r2,c2)","r1=R79;r2=R76;r3=R74;c1=int:1;c2=string@38320","benchmark_rexxcps_levelb_noopt",985
133,146900,1,1,4,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c1) | ITOS_REG(r3)","r1=R74;r2=R79;r3=R76;c1=int:1","benchmark_rexxcps_levelb_noopt",983
134,146900,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r3,c2)","r1=R74;c1=int:2;r2=R79;r3=R76;c2=int:1","benchmark_rexxcps_levelb_noopt",980
135,11301,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R33;c1=int:1;r2=R32;c2=int:2;r3=R31;c3=label@1457","benchmark_rexxcps_levelb_noopt",413
136,11301,2,2,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R38;c1=string@29640;r2=R37;c2=string@384;r3=R60;c3=int:1;r4=R72;c4=int:14","benchmark_rexxcps_levelb_noopt",526
137,11300,1,1,8,candidate,"BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@1351;r1=R26;r2=R38;c2=string@29640;r3=R37;c3=string@384;r4=R60;c4=int:1","benchmark_rexxcps_levelb_noopt",523
138,11300,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | BRF_ID_REG(c4,r3)","c1=label@1041;r1=R88;r2=R38;c2=string@29640;r3=R90;c3=int:1;c4=label@1050","benchmark_rexxcps_levelb_noopt",1035
139,11300,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | NULL_REG(r4)","r1=R72;c1=int:14;r2=R73;r3=R60;c2=label@1347;r4=R40","benchmark_rexxcps_levelb_noopt",535
140,11300,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | BRF_ID_REG(c3,r2) | LOAD_REG_STRING(r1,c4)","r1=R38;c1=string@29640;r2=R90;c2=int:1;c3=label@1050;c4=string@17904","benchmark_rexxcps_levelb_noopt",1038
141,11300,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R37;c1=string@384;r2=R60;c2=int:1;r3=R72;c3=int:14;r4=R73","benchmark_rexxcps_levelb_noopt",529
142,11300,1,1,6,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c3)","r1=R88;r2=R38;c1=string@29640;c2=label@1041;r3=R90;c3=int:1","benchmark_rexxcps_levelb_noopt",1031
143,6000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R24;r2=R29;c1=int:1;r3=R22;c2=label@13016","trace",13005
144,6000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R29;c1=int:1;r2=R28;r3=R26;r4=R24","trace",12998
145,6000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R26;c1=string@1498960;r2=R27;r3=R28;r4=R25;r5=R24;c2=int:2","trace",12965
146,6000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R29;r2=R27;r3=R25;r4=R28;r5=R5;r6=R26;c1=string@1498960","trace",12958
147,6000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R28;r2=R5;r3=R26;c1=string@1498960;r4=R27;r5=R25","trace",12962
148,6000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R27;r2=R28;r3=R25;r4=R26;r5=R24;c1=int:2;c2=label@12986","trace",12968
149,6000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R29;r2=R28;r3=R26;r4=R24;c1=int:1;r5=R22","trace",13001
150,2200,4,2,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R27;r2=R5;c1=string@1501280;c2=label@13109;c3=string@1501320;c4=label@13120","trace",13098
151,1600,3,2,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@13109;r1=R27;r2=R5;c2=string@1501320;c3=label@13120;r3=R26;c4=string@1501360","trace",13102
152,1600,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R27;r2=R5;c1=string@1501320;c2=label@13120;r3=R26;c3=string@1501360;c4=label@13126;c5=label@13131","trace",13105
153,833,3,2,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R20;r2=R9;c1=int:76;c2=label@196;c3=int:66;c4=label@212","strip",185
154,833,5,2,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R0;c1=int:0;r2=R5;c2=string@28856;r3=R7;r4=R11;r5=R10","left",54
155,833,5,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R5;c1=string@28856;r2=R7;r3=R11;r4=R10;c2=int:0;c3=label@73","left",57
156,832,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R18;r2=R6;r3=R20;c1=int:1;r4=R12;c2=string@312872;r5=R10;c3=int:0","trace",4284
157,832,4,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3) | BR_ID(c1)","r1=R18;r2=R13;r3=R17;r4=R20;r5=R21;c1=label@4391","trace",4356
158,817,4,2,7,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R11;r2=R10;r3=R9;c1=label@117;r4=R8;r5=R0;r6=R7","left",101
159,817,4,2,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R3;c1=int:0;r2=R0;r3=R5;c2=string@28856;r4=R7","left",51
160,817,4,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R19;c1=string@1760;r2=R12;c2=int:100;r3=R3;r4=R11;c3=string@3232","benchmark_rexxcps_levelb_noopt",20
161,816,3,1,6,candidate,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@4368;r1=R21;r2=R18;r3=R13;r4=R17;r5=R20","trace",4353
162,816,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R20;c1=int:1;r2=R12;c2=string@312872;r3=R10;c3=int:0;r4=R13","trace",4287
163,816,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R11;r2=R14;r3=R16;r4=R19;r5=R18;r6=R6;r7=R20;c1=int:1;r8=R12;c2=string@312872","trace",4279
164,809,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1499040;r2=R5;r3=R6;c2=int:10","trace",9234
165,606,9,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R6;c1=int:9;r2=R4;c2=string@1499040;r3=R5;c3=int:10","trace",9230
166,606,9,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R6;c2=int:9;c3=string@1499040;r3=R5;c4=int:10","trace",9227
167,600,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@335;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1590416","time",310
168,600,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@205;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1594656;c4=label@215","time",199
169,600,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@283;r1=R17;r2=R7;c2=string@938888;c3=label@351;r3=R19;c4=int:1","time",276
170,600,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1594800","time",340
171,600,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1594800","time",338
172,600,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@456824;r2=R16;r3=R22;c2=float@1594800","time",335
173,600,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@205;r2=R13;r3=R7;c3=string@1594656","time",196
174,600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1499080;c3=label@123;c4=string@1500432","time",109
175,600,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R8;c3=label@49","time",31
176,600,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@938888;c2=label@335;r3=R22;c3=int:0;r4=R21;c4=int:1","time",306
177,600,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@938888;c2=label@351;r3=R19;c3=int:1;r4=R16;c4=func@1590416;r5=R1;r6=R20","time",279
178,600,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1105896;c2=label@283;c3=string@938888;c4=label@351","time",272
179,600,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@456824;r4=R16","time",332
180,600,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | SEQ_REG_REG_STRING(r5,r1,c1)","r1=R8;r2=R24;r3=R7;c1=string@28856;r4=R1;c2=int:0;r5=R0","time",28
181,599,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/private/tmp/crexx-perf2-01-product.dbLYqo/lib/rxfnsb/rxas/_elapsed",7
182,599,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/private/tmp/crexx-perf2-01-product.dbLYqo/lib/rxfnsb/rxas/_elapsed",4
