entry,rank,name,metric,module,kind,count,total_ns,average_ns,completed,unwound,return_type,args,status
sieve-noopt,1,awfy_sieve.main,elapsed,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,inclusive_body,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,self,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,native_child,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,entry_overhead,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,exit_overhead,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,elapsed,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,inclusive_body,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,self,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,native_child,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,entry_overhead,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,exit_overhead,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-opt,1,awfy_sieve.main,elapsed,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,inclusive_body,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,self,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,native_child,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,entry_overhead,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,exit_overhead,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,elapsed,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,inclusive_body,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,self,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,native_child,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,entry_overhead,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,1,awfy_permute.main,exit_overhead,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,elapsed,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,inclusive_body,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,self,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,native_child,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,entry_overhead,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.permutebenchmark.permute,exit_overhead,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,elapsed,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,inclusive_body,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,self,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,native_child,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,entry_overhead,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,exit_overhead,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,elapsed,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,inclusive_body,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,self,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,native_child,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,entry_overhead,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,exit_overhead,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,elapsed,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,inclusive_body,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,self,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,native_child,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,entry_overhead,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,exit_overhead,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-opt,1,awfy_permute.main,elapsed,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,1,awfy_permute.main,inclusive_body,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,1,awfy_permute.main,self,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,1,awfy_permute.main,native_child,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,1,awfy_permute.main,entry_overhead,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,1,awfy_permute.main,exit_overhead,benchmark_awfy_permute_opt,procedure,1,0,0,1,0,.int,,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,elapsed,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,inclusive_body,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,self,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,native_child,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,entry_overhead,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
permute-opt,2,awfy_permute.permutebenchmark.permute,exit_overhead,benchmark_awfy_permute_opt,method,432950,0,0,432950,0,.void,n=.int,complete
towers-noopt,1,awfy_towers.main,elapsed,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,1,awfy_towers.main,inclusive_body,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,1,awfy_towers.main,self,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,1,awfy_towers.main,native_child,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,1,awfy_towers.main,entry_overhead,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,1,awfy_towers.main,exit_overhead,benchmark_awfy_towers_noopt,procedure,1,0,0,1,0,.int,,complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,elapsed,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,inclusive_body,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,self,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,native_child,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,entry_overhead,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,2,awfy_towers.towersbenchmark.buildtowerat,exit_overhead,benchmark_awfy_towers_noopt,method,10,0,0,10,0,.void,"pile=.int,disks=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,elapsed,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,inclusive_body,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,self,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,native_child,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,entry_overhead,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,3,awfy_towers.towersbenchmark.movedisks,exit_overhead,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"disks=.int,from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,elapsed,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,inclusive_body,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,self,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,native_child,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,entry_overhead,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,4,awfy_towers.towersbenchmark.movetopdisk,exit_overhead,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.void,"from_pile=.int,to_pile=.int",complete
towers-noopt,5,awfy_towers.towersbenchmark.popdiskfrom,elapsed,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.awfy_towers..towersdisk,pile=.int,complete
towers-noopt,5,awfy_towers.towersbenchmark.popdiskfrom,inclusive_body,benchmark_awfy_towers_noopt,method,81910,0,0,81910,0,.awfy_towers..towersdisk,pile=.int,complete
