entry,name,value
sieve-noopt,schema_version,4
sieve-noopt,vm_mode,rxvm
sieve-noopt,result,0
sieve-noopt,timer_read_min_ns,41
sieve-noopt,timer_zero_deltas,763
sieve-noopt,interrupt_polls,10606482
sieve-noopt,invalid_events,0
sieve-noopt,counter_overflow,0
sieve-noopt,procedure_tracking_unavailable,0
sieve-noopt,allocation_tracking_unavailable,0
sieve-noopt,census_tracking_unavailable,0
sieve-opt,schema_version,4
sieve-opt,vm_mode,rxvm
sieve-opt,result,0
sieve-opt,timer_read_min_ns,41
sieve-opt,timer_zero_deltas,758
sieve-opt,interrupt_polls,9519232
sieve-opt,invalid_events,0
sieve-opt,counter_overflow,0
sieve-opt,procedure_tracking_unavailable,0
sieve-opt,allocation_tracking_unavailable,0
sieve-opt,census_tracking_unavailable,0
permute-noopt,schema_version,4
permute-noopt,vm_mode,rxvm
permute-noopt,result,0
permute-noopt,timer_read_min_ns,41
permute-noopt,timer_zero_deltas,763
permute-noopt,interrupt_polls,34698233
permute-noopt,invalid_events,0
permute-noopt,counter_overflow,0
permute-noopt,procedure_tracking_unavailable,0
permute-noopt,allocation_tracking_unavailable,0
permute-noopt,census_tracking_unavailable,0
permute-opt,schema_version,4
permute-opt,vm_mode,rxvm
permute-opt,result,0
permute-opt,timer_read_min_ns,41
permute-opt,timer_zero_deltas,750
permute-opt,interrupt_polls,27600883
permute-opt,invalid_events,0
permute-opt,counter_overflow,0
permute-opt,procedure_tracking_unavailable,0
permute-opt,allocation_tracking_unavailable,0
permute-opt,census_tracking_unavailable,0
mandelbrot-noopt,schema_version,4
mandelbrot-noopt,vm_mode,rxvm
mandelbrot-noopt,result,0
mandelbrot-noopt,timer_read_min_ns,41
mandelbrot-noopt,timer_zero_deltas,763
mandelbrot-noopt,interrupt_polls,139464326
mandelbrot-noopt,invalid_events,0
mandelbrot-noopt,counter_overflow,0
mandelbrot-noopt,procedure_tracking_unavailable,0
mandelbrot-noopt,allocation_tracking_unavailable,0
mandelbrot-noopt,census_tracking_unavailable,0
mandelbrot-opt,schema_version,4
mandelbrot-opt,vm_mode,rxvm
mandelbrot-opt,result,0
mandelbrot-opt,timer_read_min_ns,41
mandelbrot-opt,timer_zero_deltas,767
mandelbrot-opt,interrupt_polls,130268762
mandelbrot-opt,invalid_events,0
mandelbrot-opt,counter_overflow,0
mandelbrot-opt,procedure_tracking_unavailable,0
mandelbrot-opt,allocation_tracking_unavailable,0
mandelbrot-opt,census_tracking_unavailable,0
towers-noopt,schema_version,4
towers-noopt,vm_mode,rxvm
towers-noopt,result,0
towers-noopt,timer_read_min_ns,41
towers-noopt,timer_zero_deltas,758
towers-noopt,interrupt_polls,16307983
towers-noopt,invalid_events,0
towers-noopt,counter_overflow,0
towers-noopt,procedure_tracking_unavailable,0
towers-noopt,allocation_tracking_unavailable,0
towers-noopt,census_tracking_unavailable,0
towers-opt,schema_version,4
towers-opt,vm_mode,rxvm
towers-opt,result,0
towers-opt,timer_read_min_ns,41
towers-opt,timer_zero_deltas,758
towers-opt,interrupt_polls,10735813
towers-opt,invalid_events,0
towers-opt,counter_overflow,0
towers-opt,procedure_tracking_unavailable,0
towers-opt,allocation_tracking_unavailable,0
towers-opt,census_tracking_unavailable,0
bounce-noopt,schema_version,4
bounce-noopt,vm_mode,rxvm
bounce-noopt,result,0
bounce-noopt,timer_read_min_ns,41
bounce-noopt,timer_zero_deltas,765
bounce-noopt,interrupt_polls,33146133
bounce-noopt,invalid_events,0
bounce-noopt,counter_overflow,0
bounce-noopt,procedure_tracking_unavailable,0
bounce-noopt,allocation_tracking_unavailable,0
bounce-noopt,census_tracking_unavailable,0
bounce-opt,schema_version,4
bounce-opt,vm_mode,rxvm
bounce-opt,result,0
bounce-opt,timer_read_min_ns,41
bounce-opt,timer_zero_deltas,757
bounce-opt,interrupt_polls,28605333
bounce-opt,invalid_events,0
bounce-opt,counter_overflow,0
bounce-opt,procedure_tracking_unavailable,0
bounce-opt,allocation_tracking_unavailable,0
bounce-opt,census_tracking_unavailable,0
storage-noopt,schema_version,4
storage-noopt,vm_mode,rxvm
storage-noopt,result,0
storage-noopt,timer_read_min_ns,41
storage-noopt,timer_zero_deltas,756
storage-noopt,interrupt_polls,10157093
storage-noopt,invalid_events,0
storage-noopt,counter_overflow,0
storage-noopt,procedure_tracking_unavailable,0
storage-noopt,allocation_tracking_unavailable,0
storage-noopt,census_tracking_unavailable,0
storage-opt,schema_version,4
storage-opt,vm_mode,rxvm
storage-opt,result,0
storage-opt,timer_read_min_ns,41
storage-opt,timer_zero_deltas,766
storage-opt,interrupt_polls,8764283
storage-opt,invalid_events,0
storage-opt,counter_overflow,0
storage-opt,procedure_tracking_unavailable,0
storage-opt,allocation_tracking_unavailable,0
storage-opt,census_tracking_unavailable,0
list-noopt,schema_version,4
list-noopt,vm_mode,rxvm
list-noopt,result,0
list-noopt,timer_read_min_ns,41
list-noopt,timer_zero_deltas,755
list-noopt,interrupt_polls,86277733
list-noopt,invalid_events,0
list-noopt,counter_overflow,0
list-noopt,procedure_tracking_unavailable,0
list-noopt,allocation_tracking_unavailable,0
list-noopt,census_tracking_unavailable,0
list-opt,schema_version,4
list-opt,vm_mode,rxvm
list-opt,result,0
list-opt,timer_read_min_ns,41
list-opt,timer_zero_deltas,752
list-opt,interrupt_polls,85994333
list-opt,invalid_events,0
list-opt,counter_overflow,0
list-opt,procedure_tracking_unavailable,0
list-opt,allocation_tracking_unavailable,0
list-opt,census_tracking_unavailable,0
richards-noopt,schema_version,4
richards-noopt,vm_mode,rxvm
richards-noopt,result,0
richards-noopt,timer_read_min_ns,41
richards-noopt,timer_zero_deltas,716
richards-noopt,interrupt_polls,18311753
richards-noopt,invalid_events,0
richards-noopt,counter_overflow,0
richards-noopt,procedure_tracking_unavailable,0
richards-noopt,allocation_tracking_unavailable,0
richards-noopt,census_tracking_unavailable,0
richards-opt,schema_version,4
richards-opt,vm_mode,rxvm
richards-opt,result,0
richards-opt,timer_read_min_ns,41
richards-opt,timer_zero_deltas,726
richards-opt,interrupt_polls,15591668
richards-opt,invalid_events,0
richards-opt,counter_overflow,0
richards-opt,procedure_tracking_unavailable,0
richards-opt,allocation_tracking_unavailable,0
richards-opt,census_tracking_unavailable,0
json-noopt,schema_version,4
json-noopt,vm_mode,rxvm
json-noopt,result,0
json-noopt,timer_read_min_ns,41
json-noopt,timer_zero_deltas,759
json-noopt,interrupt_polls,145220042
json-noopt,invalid_events,0
json-noopt,counter_overflow,0
json-noopt,procedure_tracking_unavailable,0
json-noopt,allocation_tracking_unavailable,0
json-noopt,census_tracking_unavailable,0
json-opt,schema_version,4
json-opt,vm_mode,rxvm
json-opt,result,0
json-opt,timer_read_min_ns,41
json-opt,timer_zero_deltas,766
json-opt,interrupt_polls,145210032
json-opt,invalid_events,0
json-opt,counter_overflow,0
json-opt,procedure_tracking_unavailable,0
json-opt,allocation_tracking_unavailable,0
json-opt,census_tracking_unavailable,0
base64-noopt,schema_version,4
base64-noopt,vm_mode,rxvm
base64-noopt,result,0
base64-noopt,timer_read_min_ns,41
base64-noopt,timer_zero_deltas,766
base64-noopt,interrupt_polls,89175502
base64-noopt,invalid_events,0
base64-noopt,counter_overflow,0
base64-noopt,procedure_tracking_unavailable,0
base64-noopt,allocation_tracking_unavailable,0
base64-noopt,census_tracking_unavailable,0
base64-opt,schema_version,4
base64-opt,vm_mode,rxvm
base64-opt,result,0
base64-opt,timer_read_min_ns,41
base64-opt,timer_zero_deltas,762
base64-opt,interrupt_polls,61797890
base64-opt,invalid_events,0
base64-opt,counter_overflow,0
base64-opt,procedure_tracking_unavailable,0
base64-opt,allocation_tracking_unavailable,0
base64-opt,census_tracking_unavailable,0
rexxcps-noopt,schema_version,4
rexxcps-noopt,vm_mode,rxvm
rexxcps-noopt,result,0
rexxcps-noopt,timer_read_min_ns,41
rexxcps-noopt,timer_zero_deltas,766
rexxcps-noopt,interrupt_polls,599750
rexxcps-noopt,invalid_events,0
rexxcps-noopt,counter_overflow,0
rexxcps-noopt,procedure_tracking_unavailable,0
rexxcps-noopt,allocation_tracking_unavailable,0
rexxcps-noopt,census_tracking_unavailable,0
rexxcps-opt,schema_version,4
rexxcps-opt,vm_mode,rxvm
rexxcps-opt,result,0
rexxcps-opt,timer_read_min_ns,41
rexxcps-opt,timer_zero_deltas,761
rexxcps-opt,interrupt_polls,592928
rexxcps-opt,invalid_events,0
rexxcps-opt,counter_overflow,0
rexxcps-opt,procedure_tracking_unavailable,0
rexxcps-opt,allocation_tracking_unavailable,0
rexxcps-opt,census_tracking_unavailable,0
