entry,name,value
sieve-noopt,schema_version,5
sieve-noopt,vm_mode,rxvm
sieve-noopt,profile_mode,timing
sieve-noopt,result,0
sieve-noopt,timer_read_min_ns,41
sieve-noopt,timer_zero_deltas,747
sieve-noopt,interrupt_polls,7912375
sieve-noopt,invalid_events,0
sieve-noopt,counter_overflow,0
sieve-noopt,procedure_tracking_unavailable,0
sieve-noopt,allocation_tracking_unavailable,0
sieve-noopt,census_tracking_unavailable,0
sieve-noopt,branch_tracking_unavailable,0
sieve-opt,schema_version,5
sieve-opt,vm_mode,rxvm
sieve-opt,profile_mode,timing
sieve-opt,result,0
sieve-opt,timer_read_min_ns,41
sieve-opt,timer_zero_deltas,760
sieve-opt,interrupt_polls,6825375
sieve-opt,invalid_events,0
sieve-opt,counter_overflow,0
sieve-opt,procedure_tracking_unavailable,0
sieve-opt,allocation_tracking_unavailable,0
sieve-opt,census_tracking_unavailable,0
sieve-opt,branch_tracking_unavailable,0
bounce-noopt,schema_version,5
bounce-noopt,vm_mode,rxvm
bounce-noopt,profile_mode,timing
bounce-noopt,result,0
bounce-noopt,timer_read_min_ns,41
bounce-noopt,timer_zero_deltas,758
bounce-noopt,interrupt_polls,24498226
bounce-noopt,invalid_events,0
bounce-noopt,counter_overflow,0
bounce-noopt,procedure_tracking_unavailable,0
bounce-noopt,allocation_tracking_unavailable,0
bounce-noopt,census_tracking_unavailable,0
bounce-noopt,branch_tracking_unavailable,0
bounce-opt,schema_version,5
bounce-opt,vm_mode,rxvm
bounce-opt,profile_mode,timing
bounce-opt,result,0
bounce-opt,timer_read_min_ns,41
bounce-opt,timer_zero_deltas,772
bounce-opt,interrupt_polls,22912326
bounce-opt,invalid_events,0
bounce-opt,counter_overflow,0
bounce-opt,procedure_tracking_unavailable,0
bounce-opt,allocation_tracking_unavailable,0
bounce-opt,census_tracking_unavailable,0
bounce-opt,branch_tracking_unavailable,0
richards-noopt,schema_version,5
richards-noopt,vm_mode,rxvm
richards-noopt,profile_mode,timing
richards-noopt,result,0
richards-noopt,timer_read_min_ns,41
richards-noopt,timer_zero_deltas,747
richards-noopt,interrupt_polls,9302120
richards-noopt,invalid_events,0
richards-noopt,counter_overflow,0
richards-noopt,procedure_tracking_unavailable,0
richards-noopt,allocation_tracking_unavailable,0
richards-noopt,census_tracking_unavailable,0
richards-noopt,branch_tracking_unavailable,0
richards-opt,schema_version,5
richards-opt,vm_mode,rxvm
richards-opt,profile_mode,timing
richards-opt,result,0
richards-opt,timer_read_min_ns,41
richards-opt,timer_zero_deltas,763
richards-opt,interrupt_polls,9119155
richards-opt,invalid_events,0
richards-opt,counter_overflow,0
richards-opt,procedure_tracking_unavailable,0
richards-opt,allocation_tracking_unavailable,0
richards-opt,census_tracking_unavailable,0
richards-opt,branch_tracking_unavailable,0
base64-noopt,schema_version,5
base64-noopt,vm_mode,rxvm
base64-noopt,profile_mode,timing
base64-noopt,result,0
base64-noopt,timer_read_min_ns,41
base64-noopt,timer_zero_deltas,744
base64-noopt,interrupt_polls,72739452
base64-noopt,invalid_events,0
base64-noopt,counter_overflow,0
base64-noopt,procedure_tracking_unavailable,0
base64-noopt,allocation_tracking_unavailable,0
base64-noopt,census_tracking_unavailable,0
base64-noopt,branch_tracking_unavailable,0
base64-opt,schema_version,5
base64-opt,vm_mode,rxvm
base64-opt,profile_mode,timing
base64-opt,result,0
base64-opt,timer_read_min_ns,41
base64-opt,timer_zero_deltas,763
base64-opt,interrupt_polls,46725872
base64-opt,invalid_events,0
base64-opt,counter_overflow,0
base64-opt,procedure_tracking_unavailable,0
base64-opt,allocation_tracking_unavailable,0
base64-opt,census_tracking_unavailable,0
base64-opt,branch_tracking_unavailable,0
rexxcps-noopt,schema_version,5
rexxcps-noopt,vm_mode,rxvm
rexxcps-noopt,profile_mode,timing
rexxcps-noopt,result,0
rexxcps-noopt,timer_read_min_ns,41
rexxcps-noopt,timer_zero_deltas,746
rexxcps-noopt,interrupt_polls,20593027
rexxcps-noopt,invalid_events,0
rexxcps-noopt,counter_overflow,0
rexxcps-noopt,procedure_tracking_unavailable,0
rexxcps-noopt,allocation_tracking_unavailable,0
rexxcps-noopt,census_tracking_unavailable,0
rexxcps-noopt,branch_tracking_unavailable,0
rexxcps-opt,schema_version,5
rexxcps-opt,vm_mode,rxvm
rexxcps-opt,profile_mode,timing
rexxcps-opt,result,0
rexxcps-opt,timer_read_min_ns,41
rexxcps-opt,timer_zero_deltas,739
rexxcps-opt,interrupt_polls,21097919
rexxcps-opt,invalid_events,0
rexxcps-opt,counter_overflow,0
rexxcps-opt,procedure_tracking_unavailable,0
rexxcps-opt,allocation_tracking_unavailable,0
rexxcps-opt,census_tracking_unavailable,0
rexxcps-opt,branch_tracking_unavailable,0
