entry,name,count,bytes,max_bytes,high_water,status
runtime-interface-retained-c,frame_blocks,4,18432,8280,0,complete
runtime-interface-retained-c,standalone_values,39,9984,256,0,complete
runtime-interface-retained-c,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-retained-c,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-retained-c,string_buffers,0,0,0,0,complete
runtime-interface-retained-c,binary_buffers,0,0,0,0,complete
runtime-interface-retained-c,value_slots,97,24832,6144,0,complete
runtime-interface-retained-c,frame_activations,1200006,0,0,2,complete
runtime-interface-retained-c,frame_reuses,1200002,0,0,0,complete
runtime-interface-retained-baseline,frame_blocks,4,18432,8280,0,complete
runtime-interface-retained-baseline,standalone_values,39,9984,256,0,complete
runtime-interface-retained-baseline,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-retained-baseline,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-retained-baseline,string_buffers,0,0,0,0,complete
runtime-interface-retained-baseline,binary_buffers,0,0,0,0,complete
runtime-interface-retained-baseline,value_slots,97,24832,6144,0,complete
runtime-interface-retained-baseline,frame_activations,1200006,0,0,2,complete
runtime-interface-retained-baseline,frame_reuses,1200002,0,0,0,complete
runtime-interface-stripped-c,frame_blocks,4,18432,8280,0,complete
runtime-interface-stripped-c,standalone_values,39,9984,256,0,complete
runtime-interface-stripped-c,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-stripped-c,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-stripped-c,string_buffers,0,0,0,0,complete
runtime-interface-stripped-c,binary_buffers,0,0,0,0,complete
runtime-interface-stripped-c,value_slots,97,24832,6144,0,complete
runtime-interface-stripped-c,frame_activations,1200006,0,0,2,complete
runtime-interface-stripped-c,frame_reuses,1200002,0,0,0,complete
runtime-interface-stripped-baseline,frame_blocks,4,18432,8280,0,complete
runtime-interface-stripped-baseline,standalone_values,39,9984,256,0,complete
runtime-interface-stripped-baseline,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-stripped-baseline,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-stripped-baseline,string_buffers,0,0,0,0,complete
runtime-interface-stripped-baseline,binary_buffers,0,0,0,0,complete
runtime-interface-stripped-baseline,value_slots,97,24832,6144,0,complete
runtime-interface-stripped-baseline,frame_activations,1200006,0,0,2,complete
runtime-interface-stripped-baseline,frame_reuses,1200002,0,0,0,complete
lifecycle-retained-c,frame_blocks,1,3656,3656,0,complete
lifecycle-retained-c,standalone_values,39,9984,256,0,complete
lifecycle-retained-c,attribute_value_blocks,0,0,0,0,complete
lifecycle-retained-c,attribute_pointer_storage,0,0,0,0,complete
lifecycle-retained-c,string_buffers,0,0,0,0,complete
lifecycle-retained-c,binary_buffers,0,0,0,0,complete
lifecycle-retained-c,value_slots,46,11776,1792,0,complete
lifecycle-retained-c,frame_activations,1,0,0,1,complete
lifecycle-retained-c,frame_reuses,0,0,0,0,complete
lifecycle-retained-baseline,frame_blocks,1,3656,3656,0,complete
lifecycle-retained-baseline,standalone_values,39,9984,256,0,complete
lifecycle-retained-baseline,attribute_value_blocks,0,0,0,0,complete
lifecycle-retained-baseline,attribute_pointer_storage,0,0,0,0,complete
lifecycle-retained-baseline,string_buffers,0,0,0,0,complete
lifecycle-retained-baseline,binary_buffers,0,0,0,0,complete
lifecycle-retained-baseline,value_slots,46,11776,1792,0,complete
lifecycle-retained-baseline,frame_activations,1,0,0,1,complete
lifecycle-retained-baseline,frame_reuses,0,0,0,0,complete
lifecycle-stripped-c,frame_blocks,1,3656,3656,0,complete
lifecycle-stripped-c,standalone_values,39,9984,256,0,complete
lifecycle-stripped-c,attribute_value_blocks,0,0,0,0,complete
lifecycle-stripped-c,attribute_pointer_storage,0,0,0,0,complete
