rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,7982,107,6,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R28;r2=R29;r3=R30;r4=R31","benchmark_rexxcps_levelb_opt",507
242,98,1,1,5,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4)","r1=R83;r2=R23;r3=R21;c1=int:0;r4=R7","parseExec",3397
243,98,1,1,5,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1)","r1=R82;r2=R23;r3=R55;c1=int:0;r4=R81","parseExec",3104
244,93,4,2,4,over_3_symbols,"SETNUMSTD_INT(c1) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","c1=int:1;r1=R1;r2=R2;r3=R3","_address",15614
245,84,4,1,8,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R60;c1=string@33856;r2=R13;r3=R58;c2=int:2;r4=R0;c3=int:256;r5=R59","benchmark_rexxcps_levelb_opt",719
246,84,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R16;r2=R8;r3=R9","stem",561
247,84,4,1,7,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R13;r2=R60;c1=string@33856;r3=R58;c2=int:2;r4=R0;c3=int:256","benchmark_rexxcps_levelb_opt",717
248,84,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R8;r2=R18;c1=int:3;r3=R16","stem",557
249,84,6,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R80;c1=int:0;r2=R76;c2=int:4;r3=R89;c3=int:256;r4=R77","benchmark_rexxcps_levelb_opt",1857
250,84,6,1,7,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1) | LOAD_REG_STRING(r5,c2)","r1=R88;r2=R89;r3=R83;r4=R78;c1=string@83544;r5=R79;c2=string@83752","benchmark_rexxcps_levelb_opt",1846
251,84,6,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R89;r2=R83;r3=R78;c1=string@83544;r4=R79;c2=string@83752;r5=R80;c3=int:0","benchmark_rexxcps_levelb_opt",1848
252,84,6,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | SCOPY_REG_REG(r5,r4)","r1=R89;r2=R77;r3=R88;c1=int:1;r4=R80;r5=R85","benchmark_rexxcps_levelb_opt",1882
253,84,6,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2)","r1=R77;r2=R89;r3=R78;c1=int:768;r4=R79;r5=R80;c2=int:256","benchmark_rexxcps_levelb_opt",1866
254,83,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | RET_REG(r4)","r1=R18;r2=R20;c1=int:8;r3=R1;c2=int:0;r4=R17","stem",303
255,76,4,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | GETATTRS_REG_REG_INT(r5,r6,c2)","r1=R25;r2=R30;r3=R19;r4=R29;c1=int:1;r5=R27;r6=R42;c2=int:0","_address",14019
256,76,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1) | BRF_ID_REG(c2,r4)","r1=R7;r2=R12;r3=R3;r4=R11;c1=string@31136;c2=label@13880","_address",13860
257,76,4,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | GETATTRS_REG_REG_INT(r4,r5,c2) | IGT_REG_REG_REG(r6,r3,r4)","r1=R19;r2=R25;r3=R29;c1=int:1;r4=R27;r5=R42;c2=int:0;r6=R26","_address",14022
258,76,5,2,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3) | LINKATTR1_REG_REG_REG(r4,r1,r3)","r1=R22;r2=R37;c1=int:17;r3=R25;c2=int:16;c3=int:0;r4=R24","trace",6603
259,76,5,2,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1) | UNLINK_REG(r1)","r1=R25;r2=R37;c1=int:16;r3=R22;c2=int:0;r4=R24","trace",6607
260,76,4,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2) | BRT_ID_REG(c3,r4)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26;c3=label@14064","_address",14025
261,76,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c1)","r1=R30;r2=R25;r3=R19;r4=R29;c1=int:1","_address",14016
262,76,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R12;r2=R7;r3=R3;r4=R11;c1=string@31136","_address",13857
263,75,5,2,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | REQ_REG_REG_STRING(r4,r5,c1)","r1=R46;r2=R45;r3=R44;r4=R54;r5=R43;c1=string@56408","benchmark_rexxcps_levelb_opt",1002
264,75,5,2,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R45;r2=R44;r3=R54;r4=R43;c1=string@56408;c2=label@1017","benchmark_rexxcps_levelb_opt",1004
265,75,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3) | MINATTRS_REG_REG_INT(r2,r4,c1)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@14064","_address",14028
266,70,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | RET_REG(r4)","r1=R4;r2=R5;r3=R6;r4=R7","parseExec",6968
267,70,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R87;r2=R86;r3=R89;r4=R108","parseExec",5623
268,70,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2) | RET_REG(r4)","r1=R86;r2=R89;r3=R108;r4=R24","parseExec",5625
269,70,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | MINATTRS_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_REG(r3,r2,r1) | SCOPY_REG_REG(r4,r5)","r1=R90;c1=int:1;r2=R24;c2=int:0;r3=R89;r4=R88;r5=R29","parseExec",5553
270,70,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256;r5=R106","parseExec",5590
271,70,1,1,9,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3;r6=R88;c3=int:256","parseExec",5586
272,70,5,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R75;r2=R90;c1=int:3;r3=R78;c2=label@1924","benchmark_rexxcps_levelb_opt",2014
273,70,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7) | ICOPY_REG_REG(r8,r9)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4;r8=R87;r9=R27","parseExec",5561
274,70,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SWAP_REG_REG(r4,r5)","r1=R105;c1=int:3;r2=R88;c2=int:256;r3=R106;r4=R107;r5=R86","parseExec",5594
275,70,1,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5557
276,70,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | BLE_ID_REG_REG(c1,r3,r5)","r1=R88;r2=R29;r3=R86;r4=R4;r5=R87;r6=R27;c1=label@5586","parseExec",5565
277,70,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6929","parseExec",6916
278,70,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6914
279,70,1,1,8,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c2,r6)","r1=R88;c1=int:256;r2=R106;r3=R107;r4=R86;r5=R104;c2=func@2226296;r6=R105","parseExec",5597
280,70,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104;c1=label@5621","parseExec",5610
281,69,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | IADD_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c1) | SETATTRS_REG_INT(r1,c2)","r1=R9;r2=R0;r3=R11;c1=int:1;r4=R18;c2=int:256","stem",469
282,69,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R1;r2=R15;r3=R9;r4=R3;c1=int:0","stem",486
283,69,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",553
284,69,4,1,6,over_3_symbols,"REQ_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r2) | BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r4,r5)","r1=R17;r2=R18;r3=R19;c1=label@14061;r4=R28;r5=R29","_address",14047
285,69,4,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4) | BR_ID(c2)","r1=R18;c1=label@14061;r2=R17;r3=R28;r4=R29;c2=label@14074","_address",14051
286,69,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1;c2=label@595","stem",491
287,69,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | IGT_REG_REG_INT(r1,r4,c1)","r1=R15;r2=R9;r3=R3;c1=int:0;r4=R1","stem",489
288,69,2,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | RET()","r1=R8;r2=R16;r3=R9","stem",564
289,68,2,2,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | SCOPY_REG_REG(r4,r5)","r1=R10;r2=R16;c1=int:3;r3=R14;c2=int:0;r4=R17;r5=R15","_address",8102
290,68,2,2,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4) | UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R17;r2=R10;r3=R14;r4=R15","_address",8110
291,68,2,2,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r1,r2,r4)","r1=R17;r2=R10;r3=R16;c1=int:3;r4=R14;c2=int:0","_address",8100
292,60,5,2,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R13;c1=int:0;r2=R15;r3=R21;r4=R19","benchmark_rexxcps_levelb_opt",127
293,57,4,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_STRING(r4,c1)","r1=R51;r2=R53;r3=R55;r4=R54;c1=string@35968","benchmark_rexxcps_levelb_opt",541
294,56,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R9;r2=R54;r3=R5;c1=int:4;r4=R10","_address",17727
295,56,10,2,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=string@1502856;r3=R6;c2=int:10","trace",12397
296,56,10,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c2)","r1=R5;r2=R6;c1=int:9;r3=R4;c2=string@1502856","trace",12393
297,56,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c2)","r1=R36;c1=string@89784;r2=R92;r3=R93;r4=R78;c2=string@90760","benchmark_rexxcps_levelb_opt",2033
298,56,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@31136;r2=R3","upper",6
299,56,1,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@31136","upper",4
300,56,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","c1=int:1;r1=R0;c2=string@31136;r2=R3","upper",8
301,56,5,2,5,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3)","r1=R79;c1=int:768;r2=R74;r3=R78;r4=R75","benchmark_rexxcps_levelb_opt",1769
302,55,3,1,6,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R53;r2=R49;r3=R50;c1=int:3;r4=R0;c2=int:256","benchmark_rexxcps_levelb_opt",1222
303,55,3,1,6,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R53;r2=R50;c1=int:3;r3=R0;c2=int:256;r4=R51","benchmark_rexxcps_levelb_opt",1225
304,54,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@595;r4=R8;r5=R18;c3=int:5","stem",493
305,54,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R9;r2=R1;c1=int:0;r3=R16;r4=R8;r5=R18;c2=int:3","stem",549
306,54,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R20;r3=R16;r4=R9;r5=R18;c1=int:9","stem",538
307,54,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9;r5=R1;c2=int:0","stem",541
308,48,2,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SETOBJUNINIT_REG_STRING(r1,c1)","r1=R1;r2=R2;r3=R3;c1=string@323016","_address",15616
309,46,3,2,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | SCOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R24;r2=R22;r3=R25;r4=R4","trace",6615
310,46,3,2,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | SCOPY_REG_REG(r3,r4)","r1=R22;r2=R25;c1=int:0;r3=R24;r4=R4","trace",6611
311,46,3,2,4,over_3_symbols,"UNLINK_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2) | UNLINK_REG(r4)","r1=R25;r2=R24;r3=R4;r4=R22","trace",6619
312,45,3,2,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R22;r2=R24;c1=int:1;r3=R25;r4=R37;c2=int:16","trace",6588
313,45,3,2,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R24;r2=R37;c1=int:16;r3=R22;c2=int:1;r4=R25","trace",6584
314,45,4,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R10;r2=R12;c1=int:1;r3=R13;r4=R3","_address",8059
315,45,19,2,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R64;c1=string@68784;r2=R62;c2=int:2;r3=R2;c3=int:256;r4=R63","benchmark_rexxcps_levelb_opt",1366
316,45,3,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R9;r2=R18;c1=int:8;r3=R16;c2=int:2;c3=int:0","stem",637
317,45,3,2,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4) | UNLINK_REG(r2)","r1=R24;r2=R25;r3=R37;c1=int:16;r4=R22","trace",6592
318,45,3,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R15;r2=R9;r3=R18;c1=int:8;r4=R16;c2=int:2","stem",635
319,44,3,2,7,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R56;r2=R46;c1=int:0;c2=label@646;r3=R57;r4=R53;c3=label@617","benchmark_rexxcps_levelb_opt",599
320,44,3,2,8,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | BLE_ID_REG_INT(c2,r5,c3)","r1=R54;r2=R53;r3=R52;r4=R46;r5=R51;c1=int:2;c2=label@662;c3=int:0","benchmark_rexxcps_levelb_opt",639
321,42,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R51;r2=R9;r3=R49;c1=int:5;r4=R43","_address",9480
322,42,3,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R49;r2=R51;c1=int:5;r3=R43;c2=label@9494","_address",9483
323,42,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R80;r2=R92;c1=int:3;r3=R32;r4=R36;c2=string@92376","benchmark_rexxcps_levelb_opt",2102
324,42,2,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4) | INE_REG_REG_INT(r5,r3,c3)","r1=R49;c1=int:0;r2=R52;c2=string@520;r3=R50;r4=R47;r5=R56;c3=int:1","benchmark_rexxcps_levelb_opt",553
325,42,2,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | STRLEN_REG_REG(r4,r1)","r1=R47;c1=string@36256;r2=R49;c2=int:0;r3=R52;c3=string@520;r4=R50","benchmark_rexxcps_levelb_opt",550
326,42,2,1,8,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_STRING(r4,c4)","r1=R54;c1=string@35968;r2=R47;c2=string@36256;r3=R49;c3=int:0;r4=R52;c4=string@520","benchmark_rexxcps_levelb_opt",547
327,42,2,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | INE_REG_REG_INT(r4,r2,c2) | BRF_ID_REG(c3,r4)","r1=R52;c1=string@520;r2=R50;r3=R47;r4=R56;c2=int:1;c3=label@572","benchmark_rexxcps_levelb_opt",556
328,42,2,1,7,over_3_symbols,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R55;r2=R54;c1=string@35968;r3=R47;c2=string@36256;r4=R49;c3=int:0","benchmark_rexxcps_levelb_opt",545
329,42,2,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2)","r1=R53;r2=R55;r3=R54;c1=string@35968;r4=R47;c2=string@36256","benchmark_rexxcps_levelb_opt",543
330,42,3,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1) | NULL_REG(r4)","r1=R32;r2=R80;r3=R36;c1=string@92376;r4=R94","benchmark_rexxcps_levelb_opt",2106
331,42,3,2,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | CALL_REG_FUNC_REG(r5,c2,r6)","r1=R75;r2=R78;r3=R77;c1=int:768;r4=R76;r5=R8;c2=func@79696;r6=R71","benchmark_rexxcps_levelb_opt",1778
332,42,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R23;r2=R31;c1=int:8;r3=R29","_address",9137
333,42,3,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3) | SCOPY_REG_REG(r4,r2)","r1=R80;r2=R36;c1=string@92376;r3=R94;r4=R95","benchmark_rexxcps_levelb_opt",2109
334,40,10,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:0;r3=R6;c2=int:9","trace",12385
335,40,10,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:12;r3=R4;c2=int:0","trace",12381
336,40,9,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:13;r3=R4;c2=int:-1","trace",12417
337,40,9,2,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:-1;r3=R6;c2=int:11","trace",12421
338,37,5,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R80;c1=int:0;r2=R73;c2=string@520;r3=R71;r4=R62;r5=R64","benchmark_rexxcps_levelb_opt",2634
