rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,758715,107,9,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R42;r2=R43;r3=R44;r4=R45","benchmark_rexxcps_levelb_noopt",593
236,9800,1,1,8,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r3,c3) | MINATTRS_REG_REG_INT(r4,r3,c4)","r1=R84;r2=R18;c1=string@28800;c2=label@3414;r3=R21;c3=int:1;r4=R22;c4=int:0","parseExec",3375
237,9800,1,1,8,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | IGT_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c3,r3)","r1=R110;r2=R18;c1=string@28800;c2=label@5632;r3=R109;r4=R4;r5=R27;c3=label@5549","parseExec",5509
238,9800,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r3,r4) | IGTE_REG_REG_REG(r2,r3,r5) | BRF_ID_REG(c1,r2)","r1=R7;r2=R47;r3=R19;r4=R35;r5=R40;c1=label@445","parseExec",428
239,9800,1,1,9,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | MINATTRS_REG_REG_INT(r7,r8,c1)","r1=R80;r2=R29;r3=R79;r4=R27;r5=R39;r6=R8;r7=R22;r8=R55;c1=int:0","parseExec",3084
240,9800,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R81;r2=R82;r3=R38;c1=int:2;c2=label@3163","parseExec",3114
241,9800,7,1,8,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | CALL_REG_FUNC_REG(r4,c3,r5)","r1=R73;c1=int:768;r2=R74;r3=R75;c2=int:256;r4=R76;c3=func@52184;r5=R71","benchmark_rexxcps_levelb_noopt",1398
242,9800,1,1,8,over_3_symbols,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R27;r2=R29;r3=R8;c1=int:1;r4=R18;c2=string@28800;r5=R4;c3=int:0","parseExec",119
243,9800,7,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | MINATTRS_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | SCOPY_REG_REG(r5,r4)","r1=R77;r2=R72;r3=R76;c1=int:1;r4=R75;r5=R51","benchmark_rexxcps_levelb_noopt",1411
244,9800,7,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2)","r1=R72;r2=R77;r3=R73;c1=int:768;r4=R74;r5=R75;c2=int:256","benchmark_rexxcps_levelb_noopt",1395
245,9800,1,1,5,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4)","r1=R83;r2=R23;r3=R21;c1=int:0;r4=R7","parseExec",3397
246,9800,1,1,5,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1)","r1=R82;r2=R23;r3=R55;c1=int:0;r4=R81","parseExec",3104
247,9216,21,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | ICOPY_REG_REG(r1,r2)","r1=R7;r2=R10;c1=int:0;r3=R6;c2=int:2","_address",7988
248,9209,14,3,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | SCOPY_REG_REG(r1,r2)","r1=R7;r2=R9;c1=string@28800;r3=R6;c2=int:1","_address",7976
249,8400,4,1,7,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3) | CONCAT_REG_REG_REG(r4,r1,r3) | LOAD_REG_INT(r5,c2)","r1=R59;r2=R40;c1=string@34216;r3=R41;r4=R57;r5=R64;c2=int:1234","benchmark_rexxcps_levelb_noopt",616
250,8400,6,1,7,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1) | LOAD_REG_STRING(r5,c2)","r1=R89;r2=R90;r3=R50;r4=R86;c1=string@59360;r5=R87;c2=string@59536","benchmark_rexxcps_levelb_noopt",1670
251,8400,6,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R90;r2=R50;r3=R86;c1=string@59360;r4=R87;c2=string@59536;r5=R88;c3=int:0","benchmark_rexxcps_levelb_noopt",1672
252,8300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | RET_REG(r4)","r1=R18;r2=R20;c1=int:8;r3=R1;c2=int:0;r4=R17","stem",303
253,8285,2,2,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | SCOPY_REG_REG(r4,r5)","r1=R10;r2=R16;c1=int:3;r3=R14;c2=int:0;r4=R17;r5=R15","_address",8084
254,8285,2,2,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4) | UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R17;r2=R10;r3=R14;r4=R15","_address",8092
255,8285,2,2,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r1,r2,r4)","r1=R17;r2=R10;r3=R16;c1=int:3;r4=R14;c2=int:0","_address",8082
256,7401,6,3,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | CALL_REG_FUNC_REG(r4,c3,r1)","r1=R31;c1=int:2;r2=R24;c2=int:256;r3=R32;r4=R20;c3=func@10736","benchmark_rexxcps_levelb_noopt",217
257,7006,4,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | GETATTRS_REG_REG_INT(r5,r6,c2)","r1=R25;r2=R30;r3=R19;r4=R29;c1=int:1;r5=R27;r6=R42;c2=int:0","_address",13920
258,7006,4,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | REQ_REG_REG_STRING(r4,r3,c1) | BRF_ID_REG(c2,r4)","r1=R7;r2=R12;r3=R1;r4=R11;c1=string@28800;c2=label@13787","_address",13767
259,7006,4,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | GETATTRS_REG_REG_INT(r4,r5,c2) | IGT_REG_REG_REG(r6,r3,r4)","r1=R19;r2=R25;r3=R29;c1=int:1;r4=R27;r5=R42;c2=int:0;r6=R26","_address",13923
260,7006,4,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2) | BRT_ID_REG(c3,r4)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26;c3=label@13965","_address",13926
261,7006,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c1)","r1=R30;r2=R25;r3=R19;r4=R29;c1=int:1","_address",13917
262,7006,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R12;r2=R7;r3=R1;r4=R11;c1=string@28800","_address",13764
263,7005,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3) | MINATTRS_REG_REG_INT(r2,r4,c1)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@13965","_address",13929
264,7002,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SWAP_REG_REG(r4,r5)","r1=R14;c1=int:9;r2=R1;c2=int:256;r3=R15;r4=R16;r5=R27","floatformat",138
265,7000,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | RET_REG(r4)","r1=R4;r2=R5;r3=R6;r4=R7","parseExec",6968
266,7000,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R87;r2=R86;r3=R89;r4=R108","parseExec",5623
267,7000,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | UNLINK_REG(r2) | RET_REG(r4)","r1=R86;r2=R89;r3=R108;r4=R24","parseExec",5625
268,7000,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | MINATTRS_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_REG(r3,r2,r1) | SCOPY_REG_REG(r4,r5)","r1=R90;c1=int:1;r2=R24;c2=int:0;r3=R89;r4=R88;r5=R29","parseExec",5553
269,7000,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256;r5=R106","parseExec",5590
270,7000,1,1,9,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3;r6=R88;c3=int:256","parseExec",5586
271,7000,5,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R23;r2=R17;c1=int:3;r3=R13;c2=label@2522","benchmark_rexxcps_levelb_noopt",2613
272,7000,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7) | ICOPY_REG_REG(r8,r9)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4;r8=R87;r9=R27","parseExec",5561
273,7000,1,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5557
274,7000,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | BLE_ID_REG_REG(c1,r3,r5)","r1=R88;r2=R29;r3=R86;r4=R4;r5=R87;r6=R27;c1=label@5586","parseExec",5565
275,7000,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6929","parseExec",6916
276,7000,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6914
277,7000,1,1,8,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c2,r6)","r1=R88;c1=int:256;r2=R106;r3=R107;r4=R86;r5=R104;c2=func@2220184;r6=R105","parseExec",5597
278,7000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104;c1=label@5621","parseExec",5610
279,6999,4,1,6,over_3_symbols,"REQ_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r2) | BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r4,r5)","r1=R17;r2=R18;r3=R19;c1=label@13962;r4=R28;r5=R29","_address",13948
280,6999,4,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4) | BR_ID(c2)","r1=R18;c1=label@13962;r2=R17;r3=R28;r4=R29;c2=label@13975","_address",13952
281,6915,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R16;r2=R8;r3=R9","stem",561
282,6915,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R8;r2=R18;c1=int:3;r3=R16","stem",557
283,6900,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | IADD_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r4,c1) | SETATTRS_REG_INT(r1,c2)","r1=R9;r2=R0;r3=R11;c1=int:1;r4=R18;c2=int:256","stem",469
284,6900,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R1;r2=R15;r3=R9;r4=R3;c1=int:0","stem",486
285,6900,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",553
286,6900,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1;c2=label@595","stem",491
287,6900,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | IGT_REG_REG_INT(r1,r4,c1)","r1=R15;r2=R9;r3=R3;c1=int:0;r4=R1","stem",489
288,6900,2,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | RET()","r1=R8;r2=R16;r3=R9","stem",564
289,6885,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@595;r4=R8;r5=R18;c3=int:5","stem",493
290,6885,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R9;r2=R1;c1=int:0;r3=R16;r4=R8;r5=R18;c2=int:3","stem",549
291,6885,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R20;r3=R16;r4=R9;r5=R18;c1=int:9","stem",538
292,6885,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9;r5=R1;c2=int:0","stem",541
293,6800,5,1,5,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r3,r1,r2)","r1=R57;c1=string@34216;r2=R55;c2=int:2;r3=R60","benchmark_rexxcps_levelb_noopt",1104
294,5604,3,2,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R12;c1=int:0;r2=R31;r3=R39;r4=R38","_typedformat",203
295,5600,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R9;r2=R54;r3=R2;c1=int:4;r4=R10","_address",17610
296,5600,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c2)","r1=R50;c1=string@58312;r2=R89;r3=R90;r4=R86;c2=string@59360","benchmark_rexxcps_levelb_noopt",1667
297,5600,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",6
298,5600,1,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@28800","upper",4
299,5600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",8
300,5500,3,1,6,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R61;r2=R57;r3=R58;c1=int:3;r4=R0;c2=int:256","benchmark_rexxcps_levelb_noopt",946
301,5500,3,1,6,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R61;r2=R58;c1=int:3;r3=R0;c2=int:256;r4=R59","benchmark_rexxcps_levelb_noopt",949
302,5500,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R61;c1=int:2;r2=R67;r3=R62;r4=R65","benchmark_rexxcps_levelb_noopt",1033
303,5400,4,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2)","r1=R57;c1=string@34216;r2=R55;c2=int:2","benchmark_rexxcps_levelb_noopt",1102
304,5400,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R57;c1=int:1;c2=string@34216;r2=R55;c3=int:2","benchmark_rexxcps_levelb_noopt",1099
305,4808,10,2,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=string@1498048;r3=R6;c2=int:10","trace",12343
306,4808,10,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c2)","r1=R5;r2=R6;c1=int:9;r3=R4;c2=string@1498048","trace",12339
307,4401,4,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R10;r2=R12;c1=int:1;r3=R13;r4=R3","_address",8041
308,4400,2,2,7,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R30;r2=R19;c1=int:0;c2=label@16856;r3=R31;r4=R2;c3=label@16827","trace",16809
309,4400,2,2,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R16;c1=int:0;r2=R12;c2=string@28800;r3=R30;r4=R3;c3=int:1;c4=label@16768","trace",16752
310,4400,16,2,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R7;r2=R9;r3=R10;r4=R30;r5=R13;c1=string@86920","benchmark_rexxcps_levelb_noopt",2442
311,4400,2,2,8,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3) | BGE_ID_REG_INT(c2,r5,c3)","r1=R29;r2=R0;r3=R2;r4=R3;c1=int:1;r5=R21;c2=label@16799;c3=int:0","trace",16781
312,4206,2,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SETOBJUNINIT_REG_STRING(r1,c1)","r1=R3;r2=R4;r3=R1;c1=string@64","_address",15517
313,4200,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R50;r2=R18;r3=R43;c1=int:5;r4=R42","_address",9447
314,4200,1,1,8,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRT_ID_REG(c2,r1) | DGT_REG_REG_REG(r1,r3,r4) | BRTF_ID_ID_REG(c3,c4,r1)","r1=R63;r2=R8;c1=decimal@36856;c2=label@735;r3=R17;r4=R10;c3=label@990;c4=label@742","benchmark_rexxcps_levelb_noopt",720
315,4200,1,1,10,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3) | ILT_REG_REG_INT(r5,r6,c4)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28800;r5=R14;r6=R19;c4=int:1","substr",73
316,4200,3,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R43;r2=R50;c1=int:5;r3=R42;c2=label@9461","_address",9450
317,4200,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R88;r2=R89;c1=int:3;r3=R46;r4=R50;c2=string@60920","benchmark_rexxcps_levelb_noopt",1736
318,4200,2,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r1,c4)","r1=R62;c1=int:2;r2=R59;c2=int:4;r3=R60;c3=int:768;c4=int:256","benchmark_rexxcps_levelb_noopt",638
319,4200,2,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R59;c1=int:4;r2=R60;c2=int:768;r3=R62;c3=int:256;r4=R63;c4=int:512","benchmark_rexxcps_levelb_noopt",641
320,4200,1,1,8,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R13;r2=R3;r3=R20;c1=int:256;r4=R6;c2=int:0;r5=R9;c3=string@28800","substr",71
321,4200,1,1,7,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256;r5=R6;c2=int:0","substr",69
322,4200,3,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1) | NULL_REG(r4)","r1=R46;r2=R88;r3=R50;c1=string@60920;r4=R91","benchmark_rexxcps_levelb_noopt",1740
323,4200,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | RET_REG(r1)","c1=int:1;r1=R0","_address",19978
324,4200,1,1,8,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4) | BLE_ID_REG_INT(c1,r5,c2)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20;c1=label@247;c2=int:0","substr",224
325,4200,2,1,9,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r5)","r1=R60;c1=int:768;r2=R62;c2=int:256;r3=R63;c3=int:512;r4=R58;c4=func@34776;r5=R59","benchmark_rexxcps_levelb_noopt",644
326,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",9110
327,4200,3,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3) | SCOPY_REG_REG(r4,r2)","r1=R88;r2=R50;c1=string@60920;r3=R91;r4=R92","benchmark_rexxcps_levelb_noopt",1743
328,3401,4,2,3,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2) | SETNUMSTD_INT(c3)","c1=int:0;c2=int:1;c3=int:2","benchmark_rexxcps_levelb_noopt",2
329,3208,10,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:0;r3=R6;c2=int:9","trace",12331
330,3208,10,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:12;r3=R4;c2=int:0","trace",12327
331,3208,9,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:13;r3=R4;c2=int:-1","trace",12363
