rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,758715,107,9,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R42;r2=R43;r3=R44;r4=R45","benchmark_rexxcps_levelb_noopt",591
240,7006,4,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IGT_REG_REG_REG(r4,r1,r2) | BRT_ID_REG(c3,r4)","r1=R29;c1=int:1;r2=R27;r3=R42;c2=int:0;r4=R26;c3=label@13577","_address",13538
241,7006,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c1)","r1=R30;r2=R25;r3=R19;r4=R29;c1=int:1","_address",13529
242,7006,4,1,5,over_3_symbols,"STRUPPER_REG_REG(r1,r2) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | REQ_REG_REG_STRING(r4,r3,c1)","r1=R12;r2=R7;r3=R1;r4=R11;c1=string@28800","_address",13378
243,7005,4,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_REG(r3,r4,r1) | BRT_ID_REG(c2,r3) | MINATTRS_REG_REG_INT(r2,r4,c1)","r1=R27;r2=R42;c1=int:0;r3=R26;r4=R29;c2=label@13577","_address",13541
244,7002,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SWAP_REG_REG(r4,r5)","r1=R14;c1=int:9;r2=R1;c2=int:256;r3=R15;r4=R16;r5=R27","floatformat",138
245,7000,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | MINATTRS_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_REG(r3,r2,r1) | SCOPY_REG_REG(r4,r5)","r1=R90;c1=int:1;r2=R24;c2=int:0;r3=R89;r4=R88;r5=R29","parseExec",5201
246,7000,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R108;r2=R104;c1=int:1;r3=R105;c2=int:3;r4=R88;c3=int:256;r5=R106","parseExec",5238
247,7000,1,1,9,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r1,c1) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R104;r2=R87;r3=R86;r4=R108;c1=int:1;r5=R105;c2=int:3;r6=R88;c3=int:256","parseExec",5234
248,7000,5,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R23;r2=R17;c1=int:3;r3=R13;c2=label@2486","benchmark_rexxcps_levelb_noopt",2577
249,7000,1,1,9,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7) | ICOPY_REG_REG(r8,r9)","r1=R89;r2=R24;r3=R90;r4=R88;r5=R29;r6=R86;r7=R4;r8=R87;r9=R27","parseExec",5209
250,7000,1,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R24;r2=R90;c1=int:0;r3=R89;r4=R88;r5=R29;r6=R86;r7=R4","parseExec",5205
251,7000,1,1,7,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | BLE_ID_REG_REG(c1,r3,r5)","r1=R88;r2=R29;r3=R86;r4=R4;r5=R87;r6=R27;c1=label@5234","parseExec",5213
252,7000,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R3;r2=R11;c2=int:0;c3=label@6507","parseExec",6494
253,7000,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILTE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R3;r2=R11;c2=int:0","parseExec",6492
254,7000,1,1,8,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r5,c2,r6)","r1=R88;c1=int:256;r2=R106;r3=R107;r4=R86;r5=R104;c2=func@2220184;r6=R105","parseExec",5245
255,7000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R88;r2=R106;r3=R86;r4=R107;r5=R108;r6=R104;c1=label@5269","parseExec",5258
256,6999,4,1,6,over_3_symbols,"REQ_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r2) | BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r4,r5)","r1=R17;r2=R18;r3=R19;c1=label@13574;r4=R28;r5=R29","_address",13560
257,6999,4,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4) | BR_ID(c2)","r1=R18;c1=label@13574;r2=R17;r3=R28;r4=R29;c2=label@13585","_address",13564
258,6915,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R16;r2=R8;r3=R9","stem",555
259,6915,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R8;r2=R18;c1=int:3;r3=R16","stem",551
260,6900,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R1;r2=R15;r3=R9;r4=R3;c1=int:0","stem",480
261,6900,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r4)","r1=R16;r2=R9;r3=R1;r4=R8;r5=R18;c1=int:3","stem",547
262,6900,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | IGT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R9;r2=R3;c1=int:0;r3=R15;r4=R1;c2=label@589","stem",485
263,6900,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | IGT_REG_REG_INT(r1,r4,c1)","r1=R15;r2=R9;r3=R3;c1=int:0;r4=R1","stem",483
264,6900,2,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | RET()","r1=R8;r2=R16;r3=R9","stem",558
265,6885,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R3;c1=int:0;r2=R15;r3=R1;c2=label@589;r4=R8;r5=R18;c3=int:5","stem",487
266,6885,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R9;r2=R1;c1=int:0;r3=R16;r4=R8;r5=R18;c2=int:3","stem",543
267,6885,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R20;r3=R16;r4=R9;r5=R18;c1=int:9","stem",532
268,6885,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R6;r2=R16;r3=R9;r4=R18;c1=int:9;r5=R1;c2=int:0","stem",535
269,6800,5,1,5,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2) | CONCAT_REG_REG_REG(r3,r1,r2)","r1=R57;c1=string@34216;r2=R55;c2=int:2;r3=R60","benchmark_rexxcps_levelb_noopt",1102
270,5604,3,2,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R12;c1=int:0;r2=R31;r3=R39;r4=R38","_typedformat",203
271,5600,4,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SCOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R9;r2=R54;r3=R2;c1=int:4;r4=R10","_address",17120
272,5600,4,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_STRING(r4,c2)","r1=R50;c1=string@58312;r2=R89;r3=R90;r4=R86;c2=string@59360","benchmark_rexxcps_levelb_noopt",1665
273,5600,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",6
274,5600,1,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2)","c1=int:1;r1=R0;c2=string@28800","upper",4
275,5600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | STRUPPER_REG_REG(r1,r2) | RET_REG(r1)","c1=int:1;r1=R0;c2=string@28800;r2=R3","upper",8
276,5500,3,1,6,over_3_symbols,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R61;r2=R57;r3=R58;c1=int:3;r4=R0;c2=int:256","benchmark_rexxcps_levelb_noopt",944
277,5500,3,1,6,over_3_symbols,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R61;r2=R58;c1=int:3;r3=R0;c2=int:256;r4=R59","benchmark_rexxcps_levelb_noopt",947
278,5500,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1) | LOAD_REG_INT(r4,c1)","r1=R61;c1=int:2;r2=R67;r3=R62;r4=R65","benchmark_rexxcps_levelb_noopt",1031
279,5400,4,1,4,over_3_symbols,"ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c1) | LOAD_REG_INT(r2,c2) | ITOS_REG(r2)","r1=R57;c1=string@34216;r2=R55;c2=int:2","benchmark_rexxcps_levelb_noopt",1100
280,5400,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1) | CONCAT_REG_REG_STRING(r1,r1,c2) | LOAD_REG_INT(r2,c3)","r1=R57;c1=int:1;c2=string@34216;r2=R55;c3=int:2","benchmark_rexxcps_levelb_noopt",1097
281,4808,10,2,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=string@1498048;r3=R6;c2=int:10","trace",11522
282,4808,10,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_STRING(r3,c2)","r1=R5;r2=R6;c1=int:9;r3=R4;c2=string@1498048","trace",11518
283,4401,4,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R10;r2=R12;c1=int:1;r3=R13;r4=R3","_address",7863
284,4400,2,2,7,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R30;r2=R19;c1=int:0;c2=label@15897;r3=R31;r4=R2;c3=label@15868","trace",15850
285,4400,2,2,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R16;c1=int:0;r2=R12;c2=string@28800;r3=R30;r4=R3;c3=int:1;c4=label@15809","trace",15793
286,4400,16,2,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R7;r2=R9;r3=R10;r4=R30;r5=R13;c1=string@86920","benchmark_rexxcps_levelb_noopt",2406
287,4400,2,2,8,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3) | BGE_ID_REG_INT(c2,r5,c3)","r1=R29;r2=R0;r3=R2;r4=R3;c1=int:1;r5=R21;c2=label@15840;c3=int:0","trace",15822
288,4206,2,1,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | SETOBJUNINIT_REG_STRING(r1,c1)","r1=R3;r2=R4;r3=R1;c1=string@64","_address",15093
289,4200,3,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ICOPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R50;r2=R18;r3=R43;c1=int:5;r4=R42","_address",9251
290,4200,1,1,8,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRT_ID_REG(c2,r1) | DGT_REG_REG_REG(r1,r3,r4) | BRTF_ID_ID_REG(c3,c4,r1)","r1=R63;r2=R8;c1=decimal@36856;c2=label@733;r3=R17;r4=R10;c3=label@988;c4=label@740","benchmark_rexxcps_levelb_noopt",718
291,4200,1,1,10,over_3_symbols,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3) | ILT_REG_REG_INT(r5,r6,c4)","r1=R3;r2=R20;c1=int:256;r3=R6;c2=int:0;r4=R9;c3=string@28800;r5=R14;r6=R19;c4=int:1","substr",73
292,4200,3,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | BR_ID(c2)","r1=R43;r2=R50;c1=int:5;r3=R42;c2=label@9265","_address",9254
293,4200,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)","r1=R88;r2=R89;c1=int:3;r3=R46;r4=R50;c2=string@60920","benchmark_rexxcps_levelb_noopt",1734
294,4200,2,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r1,c4)","r1=R62;c1=int:2;r2=R59;c2=int:4;r3=R60;c3=int:768;c4=int:256","benchmark_rexxcps_levelb_noopt",636
295,4200,2,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R59;c1=int:4;r2=R60;c2=int:768;r3=R62;c3=int:256;r4=R63;c4=int:512","benchmark_rexxcps_levelb_noopt",639
296,4200,1,1,8,over_3_symbols,"NULL_REG(r1) | GETANDTP_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R13;r2=R3;r3=R20;c1=int:256;r4=R6;c2=int:0;r5=R9;c3=string@28800","substr",71
297,4200,1,1,7,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2)","r1=R11;r2=R13;r3=R3;r4=R20;c1=int:256;r5=R6;c2=int:0","substr",69
298,4200,3,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1) | NULL_REG(r4)","r1=R46;r2=R88;r3=R50;c1=string@60920;r4=R91","benchmark_rexxcps_levelb_noopt",1738
299,4200,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | RET_REG(r1)","c1=int:1;r1=R0","_address",19440
300,4200,1,1,8,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_REG_REG(r5,r6,r4) | BLE_ID_REG_INT(c1,r5,c2)","r1=R12;r2=R11;r3=R9;r4=R1;r5=R8;r6=R20;c1=label@247;c2=int:0","substr",224
301,4200,2,1,9,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r5)","r1=R60;c1=int:768;r2=R62;c2=int:256;r3=R63;c3=int:512;r4=R58;c4=func@34776;r5=R59","benchmark_rexxcps_levelb_noopt",642
302,4200,3,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R27;r2=R35;c1=int:8;r3=R33","_address",8926
303,4200,3,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3) | SCOPY_REG_REG(r4,r2)","r1=R88;r2=R50;c1=string@60920;r3=R91;r4=R92","benchmark_rexxcps_levelb_noopt",1741
304,3401,4,2,3,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2) | SETNUMCAS_INT(c2) | SETNUMSTD_INT(c3)","c1=int:0;c2=int:1;c3=int:2","benchmark_rexxcps_levelb_noopt",2
305,3208,10,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:0;r3=R6;c2=int:9","trace",11510
306,3208,10,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:12;r3=R4;c2=int:0","trace",11506
307,3208,9,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R6;c1=int:13;r3=R4;c2=int:-1","trace",11542
308,3208,9,2,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:-1;r3=R6;c2=int:11","trace",11546
309,3100,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R10;r2=R11;r3=R3;r4=R44;c1=int:1;c2=label@15185","trace",15165
310,3100,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R8;r2=R10;r3=R11;r4=R3;r5=R44;c1=int:1","trace",15163
311,3099,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | REQ_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c2,r3)","r1=R3;r2=R44;c1=int:1;c2=label@15185;r3=R2;r4=R48;r5=R42","trace",15169
312,3099,1,1,8,over_3_symbols,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | REQ_REG_REG_REG(r4,r5,r6)","r1=R11;r2=R3;r3=R44;c1=int:1;c2=label@15185;r4=R2;r5=R48;r6=R42","trace",15167
313,3001,3,2,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2) | ICOPY_REG_REG(r4,r3)","r1=R11;r2=R3;r3=R7;c1=int:-3;r4=R10;c2=int:4","_address",7839
314,3001,4,2,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | CALL_REG_FUNC_REG(r5,c3,r6)","r1=R29;r2=R26;r3=R31;c1=int:512;r4=R32;c2=int:0;r5=R33;c3=func@6184;r6=R28","benchmark_rexxcps_levelb_noopt",119
315,3000,2,2,8,over_3_symbols,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2) | IEQ_REG_REG_REG(r2,r4,r5)","c1=label@15897;r1=R30;r2=R31;r3=R2;c2=int:0;c3=label@15868;r4=R19;r5=R29","trace",15854
316,3000,15,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R24;r2=R29;c1=int:1;r3=R22;c2=label@16071","trace",16060
317,3000,15,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R29;c1=int:1;r2=R28;r3=R26;r4=R24","trace",16053
318,3000,15,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R26;c1=string@1497968;r2=R27;r3=R28;r4=R25;r5=R24;c2=int:2","trace",16020
319,3000,15,1,6,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_STRING(r4,c1) | STRLEN_REG_REG(r5,r2)","r1=R25;r2=R28;r3=R5;r4=R26;c1=string@1497968;r5=R27","trace",16015
320,3000,15,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R28;r2=R5;r3=R26;c1=string@1497968;r4=R27;r5=R25","trace",16017
321,3000,15,1,7,over_3_symbols,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R27;r2=R28;r3=R25;r4=R26;r5=R24;c1=int:2;c2=label@16041","trace",16023
322,3000,15,1,6,over_3_symbols,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R29;r2=R28;r3=R26;r4=R24;c1=int:1;r5=R22","trace",16056
323,2900,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | REQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c1,r2) | RET_REG(r5)","c1=label@15185;r1=R3;r2=R2;r3=R48;r4=R42;r5=R43","trace",15173
324,2806,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SETOBJUNINIT_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R4;r2=R1;r3=R3;c1=string@64;r4=R0;c2=int:0","_address",15095
325,2806,1,1,7,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c2) | CALL_REG_FUNC_REG(r4,c3,r3)","r1=R1;r2=R3;c1=string@64;r3=R0;c2=int:0;r4=R5;c3=func@12160","_address",15097
326,2806,1,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | NULL_REG(r3) | SCOPY_REG_REG(r2,r1) | NULL_REG(r4)","r1=R1;r2=R12;r3=R11;r4=R18","_address",15179
327,2802,4,2,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R10;r2=R6;c1=int:5;r3=R7;r4=R3","_address",7827
328,2802,4,3,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R2;r2=R4;r3=R1;r4=R0;c1=int:0","_address",13335
329,2801,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r2,r3,r4) | ILT_REG_REG_INT(r5,r2,c2) | BRF_ID_REG(c3,r5)","c1=label@136;r1=R9;r2=R7;r3=R3;r4=R2;r5=R10;c2=int:0;c3=label@84","word",68
330,2801,1,1,9,over_3_symbols,"FNDBLNK_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_REG(r4,r5,r6) | BRF_ID_REG(c1,r4) | ILT_REG_REG_INT(r7,r1,c2)","r1=R5;r2=R3;r3=R7;r4=R10;r5=R0;r6=R14;c1=label@122;r7=R11;c2=int:0","word",88
331,2801,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | FNDBLNK_REG_REG_REG(r2,r3,r4) | IEQ_REG_REG_REG(r5,r1,r6) | BRF_ID_REG(c2,r5)","r1=R0;c1=int:1;r2=R5;r3=R3;r4=R7;r5=R10;r6=R14;c2=label@122","word",84
332,2801,1,1,8,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r4,r5,c2) | BRF_ID_REG(c3,r4)","r1=R10;r2=R0;r3=R14;c1=label@122;r4=R11;r5=R5;c2=int:0;c3=label@109","word",92
333,2801,1,1,8,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | ILT_REG_REG_INT(r6,r4,c2)","r1=R9;r2=R2;r3=R4;c1=label@136;r4=R7;r5=R3;r6=R10;c2=int:0","word",64
334,2801,1,1,5,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | SETSTRPOS_REG_REG(r4,r3) | SUBSTRING_REG_REG_REG(r5,r4,r1) | RET_REG(r5)","r1=R6;r2=R5;r3=R7;r4=R3;r5=R1","word",109
335,2801,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_REG(r4,r5,r6)","r1=R5;c1=int:0;r2=R6;r3=R1;c2=string@28800;r4=R9;r5=R2;r6=R4","word",55
336,2801,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c3,r3)","r1=R6;c1=int:0;r2=R1;c2=string@28800;r3=R9;r4=R2;r5=R4;c3=label@136","word",58
