record,dimension,origin_mask,shape_mask,bucket_upper,count,total,max_or_peak,notes
histogram,current_binary_capacity,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,current_attributes,,,0,,0,,sum across unique addresses
histogram,current_attributes,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,current_attribute_capacity,,,0,,0,,sum across unique addresses
histogram,current_attribute_capacity,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_string_length,,,0,,84,,sum across unique addresses
histogram,max_string_length,,,0,1318,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_length,,,2,3,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_length,,,4,1,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_length,,,8,1,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_length,,,128,1,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_string_capacity,,,0,,288,,sum across unique addresses
histogram,max_string_capacity,,,0,1318,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_capacity,,,32,5,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_string_capacity,,,128,1,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_decimal_length,,,0,,0,,sum across unique addresses
histogram,max_decimal_length,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_decimal_capacity,,,0,,0,,sum across unique addresses
histogram,max_decimal_capacity,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_binary_length,,,0,,0,,sum across unique addresses
histogram,max_binary_length,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_binary_capacity,,,0,,0,,sum across unique addresses
histogram,max_binary_capacity,,,0,1324,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_attributes,,,0,,906,,sum across unique addresses
histogram,max_attributes,,,0,1213,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,1,2,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,8,102,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attributes,,,32,7,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
total,max_attribute_capacity,,,0,,1056,,sum across unique addresses
histogram,max_attribute_capacity,,,0,1213,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attribute_capacity,,,8,104,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
histogram,max_attribute_capacity,,,32,7,,,power-of-two inclusive upper bound; UINT64_MAX is overflow bucket
