entry,window,rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
rexxcps-noopt,2,1,1400001,41,1,2,candidate,NULL_REG(r1) | NULL_REG(r2),r1=R17;r2=R18,benchmark_rexxcps_levelb_noopt,4
rexxcps-noopt,2,2,520000,12,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_REG_REG(r2,r3,r1)",r1=R60;r2=R76;r3=R78,benchmark_rexxcps_levelb_noopt,610
rexxcps-noopt,2,3,515000,14,1,2,candidate,"LOAD_REG_INT(r1,c1) | ITOS_REG(r1)",r1=R83;c1=int:1234,benchmark_rexxcps_levelb_noopt,616
rexxcps-noopt,2,4,455400,14,2,4,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4)",r1=R70;r2=R40;r3=R71;r4=R45,benchmark_rexxcps_levelb_noopt,1177
rexxcps-noopt,2,5,350828,13,5,3,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1)",r1=R12;c1=int:100;r2=R3,benchmark_rexxcps_levelb_noopt,23
rexxcps-noopt,2,6,323063,35,10,4,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R33;r2=R12;c1=int:1;c2=label@168,benchmark_rexxcps_levelb_noopt,149
rexxcps-noopt,2,7,312500,7,1,4,candidate,"CONCAT_REG_REG_REG(r1,r2,r3) | STEMGET_REG_REG_REG(r2,r4,r1)",r1=R82;r2=R79;r3=R60;r4=R0,benchmark_rexxcps_levelb_noopt,656
rexxcps-noopt,2,8,312500,6,1,2,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1)",r1=R81;r2=R17,benchmark_rexxcps_levelb_noopt,726
rexxcps-noopt,2,9,280000,5,1,4,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | ITOS_REG(r3)",r1=R78;r2=R59;c1=string@38320;r3=R60,benchmark_rexxcps_levelb_noopt,606
rexxcps-noopt,2,10,253049,26,3,4,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R35;r2=R34;c1=string@27168;c2=label@481,benchmark_rexxcps_levelb_noopt,471
rexxcps-noopt,2,11,213121,21,5,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)",r1=R33;c1=int:1;r2=R31;c2=int:2,benchmark_rexxcps_levelb_noopt,184
rexxcps-noopt,2,12,210801,11,1,6,candidate,"LOAD_REG_INT(r1,c1) | SETTPCALL_REG_FUNC_REG_REG_INT(r2,c2,r1,r3,c3)",r1=R30;c1=int:1;r2=R29;c2=func@21856;r3=R31;c3=int:768,benchmark_rexxcps_levelb_noopt,364
rexxcps-noopt,2,13,207506,10,1,2,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1)",r1=R7;r2=R33,benchmark_rexxcps_levelb_noopt,306
rexxcps-noopt,2,14,207500,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1)",r1=R78;r2=R0;r3=R81,benchmark_rexxcps_levelb_noopt,708
rexxcps-noopt,2,15,178269,14,7,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R94;r2=R33;c1=int:2;c2=label@1421,benchmark_rexxcps_levelb_noopt,1412
rexxcps-noopt,2,16,177486,16,7,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2)",r1=R3;c1=int:100;r2=R11;c2=string@3232,benchmark_rexxcps_levelb_noopt,26
rexxcps-noopt,2,17,176248,17,6,4,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4)",r1=R23;r2=R40;r3=R5;r4=R33,_typedformat,381
rexxcps-noopt,2,18,175819,6,6,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)",c1=int:18;c2=int:1;c3=label@14;r1=R8;c4=int:256,pos,0
rexxcps-noopt,2,19,175006,11,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1)",r1=R33;c1=string@17904;r2=R7,benchmark_rexxcps_levelb_noopt,303
rexxcps-noopt,2,20,175003,3,3,5,candidate,"BRF_ID_REG(c1,r1) | ILT_REG_REG_INT(r2,r3,c2)",c1=label@70;r1=R66;r2=R45;r3=R2;c2=int:0,_typedformat,59
rexxcps-noopt,2,21,175003,6,1,4,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)",r1=R31;c1=int:2;r2=R24;c2=int:256,benchmark_rexxcps_levelb_noopt,187
