sample_id,stream,line_number,text
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-current-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-current-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n18_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n18_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n18_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n18_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n18-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n34_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n34_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n34_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n34_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n34-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n64_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n64_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n64_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p3_n64_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p3-n64-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n18_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n18_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n18_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n18_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n18-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n34_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n34_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n34_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n34_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n34-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n64_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n64_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n64_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p4_n64_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p4-n64-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p8_n18_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b36-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p8_n18_b36 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b36-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b64-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p8_n18_b64 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b64-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b128-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p8_n18_b128 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n18-b128-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n34-b20-common18-warmup-1,stdout,1,DECIMAL-ADAPTER provider=rxvm_mc_decimal_d2_p8_n34_b20 standard=common digits=18 mode=arithmetic iterations=5000000 checksum=3950.617248
timing-DECIMAL-D2-cal-common18-arithmetic-d2-cal-p8-n34-b20-common18-warmup-1,stdout,2,PASS: DECIMAL-01 Gate 1 adapter payload
